Player,Season,MLS,Year Salary,Next Year Salary,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,playerid,first_name,last_name,Position
"Smith, Dominic",2022,3.146,2550000.0,3950000.0,,,,,,,,,,,,,,,,,,,,,,,Dominic,Smith,1b
"Voit, Luke",2022,3.169,4700000.0,5450000.0,,,,,,,,,,,,,,,,,,,,,,,Luke,Voit,1b
"Locastro, Tim",2022,3.01,589100.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,Tim,Locastro,2b-of
"Gamel, Ben",2022,5.02,1500000.0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,Ben,Gamel,cf
"Wade, Tyler",2022,3.088,603300.0,825000.0,,,,,,,,,,,,,,,,,,,,,,,Tyler,Wade,2b
"Cave, Jake",2022,3.072,597500.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,Jake,Cave,of
"Davis, J.D.",2022,3.137,2100000.0,2760000.0,,,,,,,,,,,,,,,,,,,,,,,J.D.,Davis,3b
"O'Hearn, Ryan",2022,3.002,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,Ryan,O'Hearn,1b
"Alonso, Pete",2023,4.0,7400000.0,14500000.0,,,,,,,,,,,,,,,,,,,,,,,Pete,Alonso,1b
"Walker, Christian",2023,4.124,2600000.0,6500000.0,,,,,,,,,,,,,,,,,,,,,,,Christian,Walker,1b
"Guerrero, Vladimir Jr.",2023,3.157,7900000.0,14500000.0,,,,,,,,,,,,,,,,,,,,,,,Vladimir Jr.,Guerrero,3b
"Smith, Will",2023,3.09,730000.0,5250000.0,,,,,,,,,,,,,,,,,,,,,,,Will,Smith,c
"Tucker, Kyle",2023,3.079,764200.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Tucker,of
"Ward, Taylor",2023,2.164,720000.0,2750000.0,,,,,,,,,,,,,,,,,,,,,,,Taylor,Ward,3b
"Devers, Rafael",2023,5.07,11200000.0,17500000.0,,,,,,,,,,,,,,,,,,,,,,,Rafael,Devers,3b
"Santander, Anthony",2023,4.162,3150000.0,7400000.0,,,,,,,,,,,,,,,,,,,,,,,Anthony,Santander,rf
"Trevino, Jose",2023,3.063,720000.0,2360000.0,,,,,,,,,,,,,,,,,,,,,,,Jose,Trevino,c
"Arraez, Luis",2023,3.121,2125000.0,6100000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Arraez,2b
"Happ, Ian",2023,5.036,6850000.0,10850000.0,,,,,,,,,,,,,,,,,,,,,,,Ian,Happ,cf
"Hoerner, Nico",2023,3.014,720000.0,2525000.0,,,,,,,,,,,,,,,,,,,,,,,Nico,Hoerner,2b
"Soto, Juan",2023,4.134,17100000.0,23000000.0,,,,,,,,,,,,,,,,,,,,,,,Juan,Soto,lf
"Hernández, Teoscar",2023,5.097,10650000.0,14000000.0,,,,,,,,,,,,,,,,,,,,,,,Teoscar,Hernández,lf
"Torres, Gleyber",2023,4.162,6250000.0,9950000.0,,,,,,,,,,,,,,,,,,,,,,,Gleyber,Torres,ss
"Mullins, Cedric",2023,3.078,716500.0,4100000.0,,,,,,,,,,,,,,,,,,,,,,,Cedric,Mullins,cf
"Rodgers, Brendan",2023,3.075,710000.0,2700000.0,,,,,,,,,,,,,,,,,,,,,,,Brendan,Rodgers,ss
"Rosario, Amed",2023,5.062,4950000.0,7800000.0,,,,,,,,,,,,,,,,,,,,,,,Amed,Rosario,ss-of
"Varsho, Daulton",2023,2.128,721700.0,3050000.0,,,,,,,,,,,,,,,,,,,,,,,Daulton,Varsho,c
"Edman, Tommy",2023,3.114,722900.0,4200000.0,,,,,,,,,,,,,,,,,,,,,,,Tommy,Edman,2b
"Lowe, Nathaniel",2023,2.145,716000.0,4050000.0,,,,,,,,,,,,,,,,,,,,,,,Nathaniel,Lowe,1b
"Hoskins, Rhys",2023,5.053,7700000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,Rhys,Hoskins,1b
"Renfroe, Hunter",2023,5.165,7650000.0,11900000.0,,,,,,,,,,,,,,,,,,,,,,,Hunter,Renfroe,rf
"France, Ty",2023,3.089,734500.0,4100000.0,,,,,,,,,,,,,,,,,,,,,,,Ty,France,3b
"Adames, Willy",2023,4.105,4600000.0,8700000.0,,,,,,,,,,,,,,,,,,,,,,,Willy,Adames,ss
"Hays, Austin",2023,3.057,713000.0,3200000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Hays,lf
"Rengifo, Luis",2023,3.043,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Rengifo,2b
"Arozarena, Randy",2023,2.129,716600.0,4150000.0,,,,,,,,,,,,,,,,,,,,,,,Randy,Arozarena,lf
"Tellez, Rowdy",2023,4.004,1940000.0,4950000.0,,,,,,,,,,,,,,,,,,,,,,,Rowdy,Tellez,1b
"Verdugo, Alex",2023,4.078,3550000.0,6300000.0,,,,,,,,,,,,,,,,,,,,,,,Alex,Verdugo,of
"Jansen, Danny",2023,4.05,1950000.0,3500000.0,,,,,,,,,,,,,,,,,,,,,,,Danny,Jansen,c
"Nido, Tomás",2023,4.089,890000.0,1575000.0,,,,,,,,,,,,,,,,,,,,,,,Tomás,Nido,c
"Thomas, Lane",2023,3.014,723600.0,2200000.0,,,,,,,,,,,,,,,,,,,,,,,Lane,Thomas,rf
"Estrada, Thairo",2023,2.169,715000.0,2250000.0,,,,,,,,,,,,,,,,,,,,,,,Thairo,Estrada,2b-ss
"Urías, Luis",2023,3.12,2550000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Urías,2b-ss
"Higashioka, Kyle",2023,4.005,935000.0,1462500.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Higashioka,c
"Caratini, Victor",2023,5.051,2000000.0,2800000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Caratini,c
"Yastrzemski, Mike",2023,3.128,3700000.0,6100000.0,,,,,,,,,,,,,,,,,,,,,,,Mike,Yastrzemski,of
"Kemp, Tony",2023,5.098,2225000.0,3725000.0,,,,,,,,,,,,,,,,,,,,,,,Tony,Kemp,2b-of
"Espinal, Santiago",2023,2.149,718000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,Santiago,Espinal,2b
"Naylor, Josh",2023,3.127,1200000.0,3350000.0,,,,,,,,,,,,,,,,,,,,,,,Josh,Naylor,lf-1b
"Guillorme, Luis",2023,3.167,875000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,Luis,Guillorme,inf
"Kiner-Falefa, Isiah",2023,5.0,4700000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,Isiah,Kiner-Falefa,ss
"Farmer, Kyle",2023,4.129,3155000.0,5585000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Farmer,inf
"Senzel, Nick",2023,3.15,1250000.0,1950000.0,,,,,,,,,,,,,,,,,,,,,,,Nick,Senzel,of-3b
"Rojas, Josh",2023,2.152,730900.0,2575000.0,,,,,,,,,,,,,,,,,,,,,,,Josh,Rojas,2b
"Ramirez, Harold",2023,3.124,728000.0,2200000.0,,,,,,,,,,,,,,,,,,,,,,,Harold,Ramirez,of
"Kelly, Carson",2023,4.161,3325000.0,4275000.0,,,,,,,,,,,,,,,,,,,,,,,Carson,Kelly,c
"Garver, Mitch",2023,5.045,3335000.0,3900000.0,,,,,,,,,,,,,,,,,,,,,,,Mitch,Garver,c
"Slater, Austin",2023,4.147,1850000.0,3200000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Slater,of
"Madrigal, Nick",2023,2.164,716500.0,1225000.0,,,,,,,,,,,,,,,,,,,,,,,Nick,Madrigal,2b
"Mateo, Jorge",2023,3.0,709500.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Jorge,Mateo,rf
"Laureano, Ramon",2023,3.165,2046154.0,3550000.0,,,,,,,,,,,,,,,,,,,,,,,Ramon,Laureano,cf
"Wendle, Joey",2023,5.088,4550000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,Joey,Wendle,3b-2b
"Grisham, Trent",2023,3.06,729300.0,3175000.0,,,,,,,,,,,,,,,,,,,,,,,Trent,Grisham,cf
"Newman, Kevin",2023,4.046,1950000.0,2662500.0,,,,,,,,,,,,,,,,,,,,,,,Kevin,Newman,2b
"Vargas, Ildemaro",2023,3.007,,975000.0,,,,,,,,,,,,,,,,,,,,,,,Ildemaro,Vargas,ss
"Lopez, Nicky",2023,3.139,2550000.0,3700000.0,,,,,,,,,,,,,,,,,,,,,,,Nicky,Lopez,2b
"Wade, LaMonte",2023,3.035,730000.0,1375000.0,,,,,,,,,,,,,,,,,,,,,,,LaMonte,Wade,lf
"Thompson, Trayce",2023,3.01,,1450000.0,,,,,,,,,,,,,,,,,,,,,,,Trayce,Thompson,of
"Refsnyder, Rob",2023,4.048,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,Rob,Refsnyder,2b-of
"O'Neill, Tyler",2023,4.059,3400000.0,4950000.0,,,,,,,,,,,,,,,,,,,,,,,Tyler,O'Neill,lf
"Arroyo, Christian",2023,4.036,1200000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,Christian,Arroyo,3b
"Meadows, Austin",2023,4.074,4000000.0,4300000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Meadows,rf
"Nola, Austin",2023,3.106,726900.0,2350000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Nola,c
"Cooper, Garrett",2023,5.053,2500000.0,4200000.0,,,,,,,,,,,,,,,,,,,,,,,Garrett,Cooper,rf-1b
"Toro, Abraham",2023,2.149,730300.0,1250000.0,,,,,,,,,,,,,,,,,,,,,,,Abraham,Toro,3b
"Garlick, Kyle",2023,2.163,,750000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Garlick,rf
"Stallings, Jacob",2023,4.149,2450000.0,3350000.0,,,,,,,,,,,,,,,,,,,,,,,Jacob,Stallings,c
"Bethancourt, Christian",2023,3.038,,1350000.0,,,,,,,,,,,,,,,,,,,,,,,Christian,Bethancourt,c-lf
"Hiura, Keston",2023,3.009,705100.0,2200000.0,,,,,,,,,,,,,,,,,,,,,,,Keston,Hiura,2b
"Brosseau, Mike",2023,3.031,706300.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Mike,Brosseau,3b
"Biggio, Cavan",2023,3.129,2112500.0,2800000.0,,,,,,,,,,,,,,,,,,,,,,,Cavan,Biggio,2b
"McGuire, Reese",2023,3.027,722400.0,1225000.0,,,,,,,,,,,,,,,,,,,,,,,Reese,McGuire,c
"Mondesi, Adalberto",2023,5.088,3000000.0,3045000.0,,,,,,,,,,,,,,,,,,,,,,,Adalberto,Mondesi,ss
"Andújar, Miguel",2023,4.002,,1525000.0,,,,,,,,,,,,,,,,,,,,,,,Miguel,Andújar,3b
"Dubón, Mauricio",2023,2.162,715000.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Mauricio,Dubón,ss
"Murphy, Tom",2023,5.092,1575000.0,1625000.0,,,,,,,,,,,,,,,,,,,,,,,Tom,Murphy,c
"Sosa, Edmundo",2023,2.14,715600.0,950000.0,,,,,,,,,,,,,,,,,,,,,,,Edmundo,Sosa,ss
"Lewis, Kyle",2023,2.146,757900.0,1610000.0,,,,,,,,,,,,,,,,,,,,,,,Kyle,Lewis,of
"Davis, J.D.",2023,4.137,2760000.0,4210000.0,,,,,,,,,,,,,,,,,,,,,,,J.D.,Davis,3b
"Knizner, Andrew",2023,3.021,718300.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,,Andrew,Knizner,c
"O'Hearn, Ryan",2023,4.002,1300000.0,1400000.0,,,,,,,,,,,,,,,,,,,,,,,Ryan,O'Hearn,1b
"Choi, Ji-Man",2023,5.076,3200000.0,4650000.0,,,,,,,,,,,,,,,,,,,,,,,Ji-Man,Choi,1b
"Mejía, Francisco",2023,4.062,1455000.0,2155000.0,,,,,,,,,,,,,,,,,,,,,,,Francisco,Mejía,c
"Walsh, Jared",2023,3.01,730000.0,2650000.0,,,,,,,,,,,,,,,,,,,,,,,Jared,Walsh,1b-rf
"Laureano, Ramón",2024,4.165,3550000.0,5150000.0,,,,,,,,,,,,,,,,,,,,,,,Ramón,Laureano,rf
"Berti, Jon",2024,4.168,2100000.0,3500000.0,,,,,,,,,,,,,,,,,,,,,,,Jon,Berti,lf-3b
"Yastrzemski, Mike",2024,4.128,6100000.0,7900000.0,,,,,,,,,,,,,,,,,,,,,,,Mike,Yastrzemski,cf
"Mateo, Jorge",2024,4.0,2000000.0,2700000.0,,,,,,,,,,,,,,,,,,,,,,,Jorge,Mateo,ss
"Robles, Victor",2024,5.033,2325000.0,2650000.0,,,,,,,,,,,,,,,,,,,,,,,Victor,Robles,cf
"Wisdom, Patrick",2024,3.058,763000.0,2725000.0,,,,,,,,,,,,,,,,,,,,,,,Patrick,Wisdom,3b-1b
"Stewart, DJ",2024,2.168,,1380000.0,,,,,,,,,,,,,,,,,,,,,,,DJ,Stewart,of
"Slater, Austin",2024,5.147,3200000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,Austin,Slater,of
"Andujar, Miguel",2024,4.053,1525000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,Miguel,Andujar,3b
"Toro, Abraham",2024,3.011,1250000.0,1275000.0,,,,,,,,,,,,,,,,,,,,,,,Abraham,Toro,3b
"McKenna, Ryan",2024,2.123,725800.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,Ryan,McKenna,of
"Hilliard, Sam",2024,3.094,750000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,Sam,Hilliard,rf
