Player,Team,Service,Extension,Year,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source
Luis Urias,Brewers,2.12,False,2022,False,False,2550000.0,Luis,Urias,MLBTR
Luis Torrens,Mariners,2.118,False,2022,False,False,1200000.0,Luis,Torrens,MLBTR
Luis Guillorme,Mets,2.167,False,2022,False,False,875000.0,Luis,Guillorme,MLBTR
Luis Cessa,Reds,4.131,False,2022,False,False,1800000.0,Luis,Cessa,MLBTR
Luis Castillo,Reds,4.101,False,2022,False,False,7350000.0,Luis,Castillo,MLBTR
Luis Arraez,Twins,2.121,False,2022,False,False,2125000.0,Luis,Arraez,MLBTR
Luke Jackson,Braves,5.019,False,2022,False,False,3600000.0,Luke,Jackson,MLBTR
Luke Weaver,Diamondbacks,4.112,False,2022,False,False,2875000.0,Luke,Weaver,MLBTR
Luke Voit,Padres,3.169,False,2022,False,False,5450000.0,Luke,Voit,MLBTR
Manuel Margot,Rays,5.012,False,2022,False,False,5600000.0,Manuel,Margot,MLBTR
Matt Chapman,Blue Jays,4.109,True,2022,False,False,,Matt,Chapman,MLBTR
Matt Olson,Braves,4.103,True,2022,False,False,,Matt,Olson,MLBTR
Matt Wisler,Rays,5.042,False,2022,False,False,2160000.0,Matt,Wisler,MLBTR
Max Stassi,Angels,5.049,False,2022,False,False,3000000.0,Max,Stassi,MLBTR
Max Fried,Braves,3.148,False,2022,False,False,6850000.0,Max,Fried,MLBTR
Michael Fulmer,Tigers,5.157,False,2022,False,False,4950000.0,Michael,Fulmer,MLBTR
Miguel Castro,Mets,5.079,False,2022,False,False,2620000.0,Miguel,Castro,MLBTR
Miguel Andujar,Yankees,3.117,False,2022,False,False,1300000.0,Miguel,Andujar,MLBTR
Mike Mayers,Angels,4.02,False,2022,False,False,2150000.0,Mike,Mayers,MLBTR
Mike Soroka,Braves,3.146,False,2022,False,False,2800000.0,Mike,Soroka,MLBTR
Mike Yastrzemski,Giants,2.128,False,2022,False,False,3700000.0,Mike,Yastrzemski,MLBTR
Mitch Haniger,Mariners,5.048,False,2022,False,False,7750000.0,Mitch,Haniger,MLBTR
Mitch Garver,Rangers,4.045,False,2022,False,False,3335000.0,Mitch,Garver,MLBTR
Nick Anderson,Rays,3.0,False,2022,False,False,845000.0,Nick,Anderson,MLBTR
Nick Pivetta,Red Sox,3.166,False,2022,False,False,2650000.0,Nick,Pivetta,MLBTR
Nick Senzel,Reds,2.15,False,2022,False,False,1250000.0,Nick,Senzel,MLBTR
Nicky Lopez,Royals,2.139,False,2022,False,False,2550000.0,Nicky,Lopez,MLBTR
Noe Ramirez,Diamondbacks,4.083,False,2022,False,False,1250000.0,Noe,Ramirez,MLBTR
Omar Narvaez,Brewers,5.089,False,2022,False,False,5000000.0,Omar,Narvaez,MLBTR
Pablo Lopez,Marlins,3.093,False,2022,False,False,2450000.0,Pablo,Lopez,MLBTR
Paul Sewald,Mariners,3.072,False,2022,False,False,1735000.0,Paul,Sewald,MLBTR
Paul Fry,Orioles,3.075,False,2022,False,False,850000.0,Paul,Fry,MLBTR
Pete Alonso,Mets,3.0,False,2022,False,False,7400000.0,Pete,Alonso,MLBTR
Peter Lambert,Rockies,2.116,False,2022,False,False,762000.0,Peter,Lambert,MLBTR
Phil Maton,Astros,4.047,False,2022,False,False,1550000.0,Phil,Maton,MLBTR
Rafael Montero,Astros,5.138,False,2022,False,False,2725000.0,Rafael,Montero,MLBTR
Rafael Devers,Red Sox,4.07,False,2022,False,False,11200000.0,Rafael,Devers,MLBTR
Raimel Tapia,Blue Jays,4.02,False,2022,False,False,3950000.0,Raimel,Tapia,MLBTR
Ramon Laureano,Athletics,3.014,False,2022,False,False,2450000.0,Ramon,Laureano,MLBTR
Reynaldo Lopez,White Sox,4.004,False,2022,False,False,2625000.0,Reynaldo,Lopez,MLBTR
Rhys Hoskins,Phillies,4.053,False,2022,False,False,7700000.0,Rhys,Hoskins,MLBTR
Richard Bleier,Marlins,5.074,True,2022,False,False,,Richard,Bleier,MLBTR
Robert Stephenson,Rockies,4.049,False,2022,False,False,1280000.0,Robert,Stephenson,MLBTR
Ross Stripling,Blue Jays,5.115,False,2022,False,False,3790000.0,Ross,Stripling,MLBTR
Rowdy Tellez,Brewers,3.004,False,2022,False,False,1940000.0,Rowdy,Tellez,MLBTR
Ryan Borucki,Blue Jays,3.066,False,2022,False,False,825000.0,Ryan,Borucki,MLBTR
Ryan Yarbrough,Rays,3.147,False,2022,False,False,3850000.0,Ryan,Yarbrough,MLBTR
Ryan Brasier,Red Sox,4.109,False,2022,False,False,1400000.0,Ryan,Brasier,MLBTR
Ryan McMahon,Rockies,4.006,True,2022,False,False,,Ryan,McMahon,MLBTR
Ryan O'Hearn,Royals,3.002,False,2022,False,False,1300000.0,Ryan,O'Hearn,MLBTR
Ryne Stanek,Astros,4.038,False,2022,False,False,2100000.0,Ryne,Stanek,MLBTR
Scott Barlow,Royals,3.03,False,2022,False,False,2400000.0,Scott,Barlow,MLBTR
Sean Manaea,Athletics,5.157,False,2022,False,False,9750000.0,Sean,Manaea,MLBTR
Sean Newcomb,Braves,3.123,False,2022,False,False,900000.0,Sean,Newcomb,MLBTR
Seranthony Dominguez,Phillies,3.131,False,2022,False,False,725000.0,Seranthony,Dominguez,MLBTR
Seth Lugo,Mets,5.082,False,2022,False,False,2925000.0,Seth,Lugo,MLBTR
Shane Bieber,Indians,3.097,False,2022,False,False,6000000.0,Shane,Bieber,MLBTR
Spencer Turnbull,Tigers,3.02,True,2022,False,False,,Spencer,Turnbull,MLBTR
Tanner Rainey,Nationals,2.127,False,2022,False,False,860000.0,Tanner,Rainey,MLBTR
Tanner Scott,Orioles,3.059,False,2022,False,False,1050000.0,Tanner,Scott,MLBTR
Taylor Hearn,Rangers,2.14,False,2022,False,False,1050000.0,Taylor,Hearn,MLBTR
Taylor Rogers,Twins,5.145,False,2022,False,False,7300000.0,Taylor,Rogers,MLBTR
Teoscar Hernandez,Blue Jays,4.097,False,2022,False,False,10650000.0,Teoscar,Hernandez,MLBTR
Tim Mayza,Blue Jays,2.156,False,2022,False,False,1250000.0,Tim,Mayza,MLBTR
Tim Hill,Padres,3.112,False,2022,False,False,1325000.0,Tim,Hill,MLBTR
Tom Murphy,Mariners,4.092,False,2022,False,False,1575000.0,Tom,Murphy,MLBTR
Tomas Nido,Mets,3.089,False,2022,False,False,890000.0,Tomas,Nido,MLBTR
Tony Kemp,Athletics,4.098,False,2022,False,False,2250000.0,Tony,Kemp,MLBTR
Trea Turner,Dodgers,5.135,False,2022,False,False,21000000.0,Trea,Turner,MLBTR
Trent Thornton,Blue Jays,2.15,False,2022,False,False,850000.0,Trent,Thornton,MLBTR
Trevor Richards,Blue Jays,3.084,False,2022,False,False,1000000.0,Trevor,Richards,MLBTR
Trevor Williams,Mets,5.027,False,2022,False,False,3900000.0,Trevor,Williams,MLBTR
Trey Mancini,Orioles,5.015,False,2022,False,False,7500000.0,Trey,Mancini,MLBTR
Tyler Wade,Angels,3.088,False,2022,False,False,825000.0,Tyler,Wade,MLBTR
Tyler Matzek,Braves,3.019,False,2022,False,False,1400000.0,Tyler,Matzek,MLBTR
Tyler O'Neill,Cardinals,3.059,False,2022,False,False,3400000.0,Tyler,O'Neill,MLBTR
Tyler Glasnow,Rays,4.158,False,2022,False,False,5100000.0,Tyler,Glasnow,MLBTR
Tyler Naquin,Reds,5.033,False,2022,False,False,4025000.000000001,Tyler,Naquin,MLBTR
Tyler Mahle,Reds,4.018,False,2022,False,False,5200000.0,Tyler,Mahle,MLBTR
Tyler Kinley,Rockies,3.014,False,2022,False,False,1025000.0,Tyler,Kinley,MLBTR
Tyler Duffey,Twins,5.074,False,2022,False,False,3800000.0,Tyler,Duffey,MLBTR
Victor Robles,Nationals,3.033,False,2022,False,False,1650000.0,Victor,Robles,MLBTR
Victor Caratini,Padres,4.051,False,2022,False,False,2000000.0,Victor,Caratini,MLBTR
Victor Reyes,Tigers,3.075,False,2022,False,False,1400000.0,Victor,Reyes,MLBTR
Vladimir Guerrero Jr.,Blue Jays,2.157,False,2022,False,False,7900000.0,Vladimir,Guerrero Jr.,MLBTR
Wandy Peralta,Yankees,4.168,False,2022,False,False,2150000.0,Wandy,Peralta,MLBTR
Willie Calhoun,Rangers,3.033,False,2022,False,False,1300000.0,Willie,Calhoun,MLBTR
Willson Contreras,Cubs,5.108,False,2022,False,False,9625000.0,Willson,Contreras,MLBTR
Willy Adames,Brewers,3.105,False,2022,False,False,4600000.0,Willy,Adames,MLBTR
Yandy Diaz,Rays,3.122,False,2022,False,False,2800000.0,Yandy,Diaz,MLBTR
Yonny Chirinos,Rays,3.137,False,2022,False,False,1175000.0,Yonny,Chirinos,MLBTR
Zach Eflin,Phillies,5.018,True,2022,False,False,,Zach,Eflin,MLBTR
Corbin Burnes,MIL,4.049,False,2023,False,False,10010000.0,Corbin,Burnes,Cots
Pete Alonso,NYN,4.0,False,2023,,,14500000.0,Pete,Alonso,Cots
Dylan Cease,CHA,3.089,False,2023,,,5700000.0,Dylan,Cease,Cots
Christian Walker,ARI,4.124,False,2023,,,6500000.0,Christian,Walker,Cots
Zac Gallen,ARI,3.1,False,2023,,,5600000.0,Zac,Gallen,Cots
Vladimir Guerrero Jr.,TOR,3.157,False,2023,,,14500000.0,Vladimir,Guerrero Jr.,Cots
Will Smith,LAN,3.09,False,2023,,,5250000.0,Will,Smith,Cots
Kyle Tucker,HOU,3.079,False,2023,False,False,5000000.0,Kyle,Tucker,Cots
Sean Murphy,ATL,3.029,True,2023,False,False,,Sean,Murphy,Cots
Taylor Ward,ANA,2.164,False,2023,,,2750000.0,Taylor,Ward,Cots
Shane Bieber,CLE,4.097,False,2023,,,10010000.0,Shane,Bieber,Cots
Rafael Devers,BOS,5.07,False,2023,,,17500000.0,Rafael,Devers,Cots
Brandon Woodruff,MIL,4.161,False,2023,,,10800000.0,Brandon,Woodruff,Cots
Jeff McNeil,NYN,4.069,True,2023,False,False,,Jeff,McNeil,Cots
Anthony Santander,BAL,4.162,False,2023,,,7400000.0,Anthony,Santander,Cots
Jose Trevino,NYA,3.063,False,2023,,,2360000.0,Jose,Trevino,Cots
Max Fried,ATL,4.148,False,2023,False,False,13500000.0,Max,Fried,Cots
Shohei Ohtani,ANA,5.0,False,2023,,,30000000.0,Shohei,Ohtani,Cots
Cristian Javier,HOU,3.0,True,2023,False,False,,Cristian,Javier,Cots
Yandy Díaz,TBA,4.122,True,2023,False,False,,Yandy,Díaz,Cots
Luis Arraez,MIA,3.121,False,2023,False,False,6100000.0,Luis,Arraez,Cots
Framber Valdez,HOU,3.163,False,2023,,,6800000.0,Framber,Valdez,Cots
Ian Happ,CHN,5.036,False,2023,,,10850000.0,Ian,Happ,Cots
Nico Hoerner,CHN,3.014,False,2023,,,2525000.0,Nico,Hoerner,Cots
Juan Soto,SDN,4.134,False,2023,,,23000000.0,Juan,Soto,Cots
Bo Bichette,TOR,3.063,True,2023,False,False,,Bo,Bichette,Cots
Teoscar Hernández,SEA,5.097,False,2023,False,False,14000000.0,Teoscar,Hernández,Cots
Gleyber Torres,NYA,4.162,False,2023,False,False,9950000.0,Gleyber,Torres,Cots
Cedric Mullins,BAL,3.078,False,2023,,,4100000.0,Cedric,Mullins,Cots
Brady Singer,KCA,2.156,False,2023,False,False,2950000.0,Brady,Singer,Cots
Brendan Rodgers,COL,3.075,False,2023,,,2700000.0,Brendan,Rodgers,Cots
Amed Rosario,CLE,5.062,False,2023,,,7800000.0,Amed,Rosario,Cots
Daulton Varsho,TOR,2.128,False,2023,,,3050000.0,Daulton,Varsho,Cots
Logan Webb,SFN,3.044,False,2023,,,4600000.0,Logan,Webb,Cots
Tommy Edman,SLN,3.114,False,2023,,,4200000.0,Tommy,Edman,Cots
Nathaniel Lowe,TEX,2.145,False,2023,,,4050000.0,Nathaniel,Lowe,Cots
Rhys Hoskins,PHI,5.053,False,2023,,,12000000.0,Rhys,Hoskins,Cots
Hunter Renfroe,ANA,5.165,False,2023,False,False,11900000.0,Hunter,Renfroe,Cots
Pablo López,MIA,4.093,False,2023,,,5450000.0,Pablo,López,Cots
Julio Urias,LAN,5.117,False,2023,,,14250000.0,Julio,Urias,Cots
Ty France,SEA,3.089,False,2023,,,4100000.0,Ty,France,Cots
Nestor Cortes,NYA,3.094,False,2023,,,3200000.0,Nestor,Cortes,Cots
Jeffrey Springs,TBA,4.055,True,2023,False,False,,Jeffrey,Springs,Cots
Willy Adames,MIL,4.105,False,2023,,,8700000.0,Willy,Adames,Cots
Austin Hays,BAL,3.057,False,2023,,,3200000.0,Austin,Hays,Cots
Tony Gonsolin,LAN,2.152,True,2023,False,False,,Tony,Gonsolin,Cots
Luis Rengifo,ANA,3.043,False,2023,False,False,2300000.0,Luis,Rengifo,Cots
Giovanny Urshela,ANA,5.127,False,2023,False,False,8400000.0,Giovanny,Urshela,Cots
Randy Arozarena,TBA,2.129,False,2023,,,4150000.0,Randy,Arozarena,Cots
Rowdy Tellez,MIL,4.004,False,2023,,,4950000.0,Rowdy,Tellez,Cots
Jake Cronenworth,SDN,3.0,False,2023,,,4225000.0,Jake,Cronenworth,Cots
Patrick Sandoval,ANA,2.149,False,2023,,,2750000.0,Patrick,Sandoval,Cots
Alex Verdugo,BOS,4.078,False,2023,,,6300000.0,Alex,Verdugo,Cots
Danny Jansen,TOR,4.05,False,2023,,,3500000.0,Danny,Jansen,Cots
A.J. Minter,ATL,4.154,False,2023,,,4287500.0,A.J.,Minter,Cots
Tomás Nido,NYN,4.089,False,2023,,,1575000.0,Tomás,Nido,Cots
Lane Thomas,WAS,3.014,False,2023,,,2200000.0,Lane,Thomas,Cots
Thairo Estrada,SFN,2.169,False,2023,,,2250000.0,Thairo,Estrada,Cots
Luis Urías,MIL,3.12,False,2023,,,4700000.0,Luis,Urías,Cots
Kyle Higashioka,NYA,4.005,False,2023,,,1462500.0,Kyle,Higashioka,Cots
Devin Williams,MIL,3.056,False,2023,,,3350000.0,Devin,Williams,Cots
Jesus Lúzardo,MIA,2.165,False,2023,False,False,2450000.0,Jesus,Lúzardo,Cots
Ryan Helsley,SLN,3.105,False,2023,False,False,2150000.0,Ryan,Helsley,Cots
Victor Caratini,MIL,5.051,False,2023,,,2800000.0,Victor,Caratini,Cots
Mike Yastrzemski,SFN,3.128,False,2023,,,6100000.0,Mike,Yastrzemski,Cots
Scott Barlow,KCA,4.03,False,2023,,,5300000.0,Scott,Barlow,Cots
José Alvarado,PHI,5.082,False,2023,False,False,3450000.0,José,Alvarado,Cots
Nick Pivetta,BOS,4.166,False,2023,,,5350000.0,Nick,Pivetta,Cots
Tyler Mahle,MIN,5.018,False,2023,,,7500000.0,Tyler,Mahle,Cots
Tony Kemp,OAK,5.098,False,2023,,,3725000.0,Tony,Kemp,Cots
Joe Jiménez,ATL,5.061,False,2023,,,2765000.0,Joe,Jiménez,Cots
Caleb Thielbar,MIN,4.131,False,2023,,,2400000.0,Caleb,Thielbar,Cots
Evan Phillips,LAN,2.136,False,2023,,,1300000.0,Evan,Phillips,Cots
Jason Adam,TBA,2.132,False,2023,False,False,1775000.0,Jason,Adam,Cots
Victor Robles,WAS,4.033,False,2023,False,False,,Victor,Robles,Cots
Santiago Espinal,TOR,2.149,False,2023,,,2100000.0,Santiago,Espinal,Cots
Josh Naylor,CLE,3.127,False,2023,,,3350000.0,Josh,Naylor,Cots
Luis Guillorme,NYN,3.167,False,2023,,,1600000.0,Luis,Guillorme,Cots
Isiah Kiner-Falefa,NYA,5.0,False,2023,,,6000000.0,Isiah,Kiner-Falefa,Cots
Jordan Luplow,ARI,4.108,False,2023,True,False,,Jordan,Luplow,Cots
Emilio Pagán,MIN,5.091,False,2023,,,3500000.0,Emilio,Pagán,Cots
Reynaldo López,CHA,5.004,False,2023,,,3625000.0,Reynaldo,López,Cots
Michael King,NYA,3.004,False,2023,,,1300000.0,Michael,King,Cots
Erik Swanson,TOR,3.096,False,2023,,,1250000.0,Erik,Swanson,Cots
Jakob Junis,SFN,5.002,False,2023,,,2800000.0,Jakob,Junis,Cots
Paul Sewald,SEA,4.072,False,2023,,,4100000.0,Paul,Sewald,Cots
Jordan Romano,TOR,3.051,False,2023,,,4537500.0,Jordan,Romano,Cots
Kyle Farmer,MIN,4.129,False,2023,,,5585000.0,Kyle,Farmer,Cots
Kyle Finnegan,WAS,3.0,False,2023,,,2325000.0,Kyle,Finnegan,Cots
Mitch Keller,PIT,3.026,False,2023,,,2437500.0,Mitch,Keller,Cots
Lucas Giolito,CHA,5.08,False,2023,,,10400000.0,Lucas,Giolito,Cots
Brian Anderson,MIA,5.031,False,2023,True,False,,Brian,Anderson,Cots
Tanner Scott,MIA,4.059,False,2023,,,2825000.0,Tanner,Scott,Cots
Jon Berti,MIA,3.168,False,2023,False,False,,Jon,Berti,Cots
Aaron Civale,CLE,3.058,False,2023,,,2600000.0,Aaron,Civale,Cots
Dillon Tate,BAL,3.048,False,2023,,,1500000.0,Dillon,Tate,Cots
Nick Senzel,CIN,3.15,False,2023,,,1950000.0,Nick,Senzel,Cots
Josh Rojas,ARI,2.152,False,2023,False,False,2575000.0,Josh,Rojas,Cots
Trevor Richards,TOR,4.084,False,2023,,,1500000.0,Trevor,Richards,Cots
JT Brubaker,PIT,3.0,False,2023,,,2275000.0,JT,Brubaker,Cots
Harold Ramirez,TBA,3.124,False,2023,False,False,2200000.0,Harold,Ramirez,Cots
Dylan Moore,SEA,4.0,True,2023,False,False,,Dylan,Moore,Cots
James Karinchak,CLE,2.169,False,2023,,,1500000.0,James,Karinchak,Cots
Clay Holmes,NYA,4.031,False,2023,,,3300000.0,Clay,Holmes,Cots
Seranthony Domínguez,PHI,4.131,True,2023,False,False,,Seranthony,Domínguez,Cots
Shawn Armstrong,TBA,4.113,False,2023,,,1200000.0,Shawn,Armstrong,Cots
Jalen Beeks,TBA,4.07,False,2023,,,1375000.0,Jalen,Beeks,Cots
Carson Kelly,ARI,4.161,False,2023,,,4275000.0,Carson,Kelly,Cots
Mitch Garver,TEX,5.045,False,2023,,,3900000.0,Mitch,Garver,Cots
Phil Maton,HOU,5.047,False,2023,,,2550000.0,Phil,Maton,Cots
Eric Lauer,MIL,4.033,False,2023,,,5075000.0,Eric,Lauer,Cots
Austin Slater,SFN,4.147,False,2023,,,3200000.0,Austin,Slater,Cots
Nick Madrigal,CHN,2.164,False,2023,,,1225000.0,Nick,Madrigal,Cots
Jordan Hicks,SLN,5.0,False,2023,,,1837500.0,Jordan,Hicks,Cots
Jorge Mateo,BAL,3.0,False,2023,,,2000000.0,Jorge,Mateo,Cots
Ramon Laureano,OAK,3.165,False,2023,,,3550000.0,Ramon,Laureano,Cots
Joey Wendle,MIA,5.088,False,2023,,,6000000.0,Joey,Wendle,Cots
Jordan Montgomery,SLN,5.153,False,2023,,,10000000.0,Jordan,Montgomery,Cots
Carl Edwards Jr.,WAS,5.169,False,2023,,,2250000.0,Carl,Edwards Jr.,Cots
Trent Grisham,SDN,3.06,False,2023,,,3175000.0,Trent,Grisham,Cots
Ryne Stanek,HOU,5.038,False,2023,,,3600000.0,Ryne,Stanek,Cots
Kevin Newman,CIN,4.046,False,2023,,,2662500.0,Kevin,Newman,Cots
Cal Quantrill,CLE,3.132,False,2023,,,5550000.0,Cal,Quantrill,Cots
Michael Kopech,CHA,3.041,False,2023,,,2050000.0,Michael,Kopech,Cots
Jorge Lopez,MIN,4.102,False,2023,,,3525000.0,Jorge,Lopez,Cots
Pete Fairbanks,TBA,3.057,True,2023,False,False,,Pete,Fairbanks,Cots
Ildemaro Vargas,WAS,3.007,False,2023,,,975000.0,Ildemaro,Vargas,Cots
Aristides Aquíno,CIN,3.003,False,2023,True,False,,Aristides,Aquíno,Cots
Ryan Brasier,BOS,5.109,False,2023,,,2000000.0,Ryan,Brasier,Cots
Duane Underwood,PIT,3.044,False,2023,,,1025000.0,Duane,Underwood,Cots
José Urquidy,HOU,3.049,False,2023,,,3025000.0,José,Urquidy,Cots
Taylor Clarke,KCA,3.12,False,2023,,,1150000.0,Taylor,Clarke,Cots
Hoby Milner,MIL,3.068,False,2023,,,1025000.0,Hoby,Milner,Cots
Buck Farmer,CIN,5.14,False,2023,,,1750000.0,Buck,Farmer,Cots
Brusdar Graterol,LAN,2.167,False,2023,,,1225000.0,Brusdar,Graterol,Cots
Drew Smith,NYN,4.034,False,2023,,,1300000.0,Drew,Smith,Cots
Willi Castro,DET,3.017,False,2023,True,False,,Willi,Castro,Cots
Walker Buehler,LAN,4.168,False,2023,,,8025000.0,Walker,Buehler,Cots
Nicky Lopez,KCA,3.139,False,2023,,,3700000.0,Nicky,Lopez,Cots
Diego Castillo,SEA,4.118,False,2023,False,False,2950000.0,Diego,Castillo,Cots
Daniel Vogelbach,NYN,4.138,True,2023,,,,Daniel,Vogelbach,Cots
Tim Mayza,TOR,3.156,False,2023,,,2100000.0,Tim,Mayza,Cots
Jarlín García,SFN,5.114,False,2023,True,False,,Jarlín,García,Cots
Wandy Peralta,NYA,5.168,False,2023,,,3350000.0,Wandy,Peralta,Cots
Adam Cimber,TOR,4.156,False,2023,,,3150000.0,Adam,Cimber,Cots
LaMonte Wade,SFN,3.035,False,2023,,,1375000.0,LaMonte,Wade,Cots
Rowan Wick,CHN,3.114,False,2023,,,1550000.0,Rowan,Wick,Cots
Brad Keller,KCA,5.0,False,2023,,,5775000.0,Brad,Keller,Cots
Victor Arano,WAS,3.022,False,2023,,,925000.0,Victor,Arano,Cots
Trayce Thompson,LAN,3.01,False,2023,,,1450000.0,Trayce,Thompson,Cots
Hunter Harvey,WAS,3.047,False,2023,,,870000.0,Hunter,Harvey,Cots
Rob Refsnyder,BOS,4.048,False,2023,,,1200000.0,Rob,Refsnyder,Cots
Frankie Montas,NYA,5.015,False,2023,,,7500000.0,Frankie,Montas,Cots
Tyler O'Neill,SLN,4.059,False,2023,,,4950000.0,Tyler,O'Neill,Cots
Dylan Floro,MIA,5.053,False,2023,,,3900000.0,Dylan,Floro,Cots
Lucas Luetge,ATL,4.015,False,2023,,,1550000.0,Lucas,Luetge,Cots
Christian Arroyo,BOS,4.036,False,2023,,,2000000.0,Christian,Arroyo,Cots
Rafael Oretga,CHN,2.145,False,2023,True,False,,Rafael,Oretga,Cots
Trevor Gott,MIL,4.057,False,2023,True,False,,Trevor,Gott,Cots
Colin Poche,TBA,3.109,False,2023,False,False,1175000.0,Colin,Poche,Cots
José Ruiz,CHA,3.048,False,2023,,,925000.0,José,Ruiz,Cots
Dennis Santana,ATL,3.095,False,2023,,,1000000.0,Dennis,Santana,Cots
Aramis Garcia,BAL,3.036,False,2023,False,True,,Aramis,Garcia,Cots
Austin Voth,BAL,3.127,False,2023,False,False,1850000.0,Austin,Voth,Cots
Paul Blackburn,OAK,3.018,False,2023,,,1900000.0,Paul,Blackburn,Cots
Cody Bellinger,LAN,5.16,False,2023,True,False,,Cody,Bellinger,Cots
Austin Meadows,DET,4.074,False,2023,,,4300000.0,Austin,Meadows,Cots
Austin Nola,SDN,3.106,False,2023,,,2350000.0,Austin,Nola,Cots
Matt Bush,MIL,4.132,False,2023,,,1850000.0,Matt,Bush,Cots
Garrett Cooper,MIA,5.053,False,2023,,,4200000.0,Garrett,Cooper,Cots
Ryan Thompson,TBA,3.0,False,2023,False,False,1000000.0,Ryan,Thompson,Cots
Abraham Toro,MIL,2.149,False,2023,,,1250000.0,Abraham,Toro,Cots
Yency Almonte,LAN,3.143,False,2023,,,1500000.0,Yency,Almonte,Cots
Kyle Garlick,MIN,2.163,False,2023,,,750000.0,Kyle,Garlick,Cots
Jaime Barría,ANA,3.035,False,2023,,,1050000.0,Jaime,Barría,Cots
Josh Hader,SDN,5.115,False,2023,,,14100000.0,Josh,Hader,Cots
Dinelson Lamet,COL,5.07,False,2023,,,5000000.0,Dinelson,Lamet,Cots
Jacob Stallings,MIA,4.149,False,2023,,,3350000.0,Jacob,Stallings,Cots
Domingo Germán,NYA,4.017,False,2023,,,2600000.0,Domingo,Germán,Cots
Amir Garrett,KCA,5.099,False,2023,,,2650000.0,Amir,Garrett,Cots
Lou Trivino,NYA,4.163,False,2023,,,4100000.0,Lou,Trivino,Cots
John Brebbia,SFN,5.078,False,2023,,,2300000.0,John,Brebbia,Cots
Raimel Tapia,TOR,5.02,False,2023,True,False,,Raimel,Tapia,Cots
Tanner Rainey,WAS,3.127,False,2023,,,1500000.0,Tanner,Rainey,Cots
Cole Sulser,ARI,3.028,False,2023,,,825000.0,Cole,Sulser,Cots
Tyler Kinley,COL,4.014,True,2023,,,,Tyler,Kinley,Cots
Brett Martin,TEX,3.151,False,2023,,,1275000.0,Brett,Martin,Cots
Josh Staumont,KCA,3.072,False,2023,,,1025000.0,Josh,Staumont,Cots
Zack Littell,SFN,3.067,False,2023,False,True,,Zack,Littell,Cots
Gregory Soto,PHI,3.102,False,2023,,,3925000.0,Gregory,Soto,Cots
Christian Bethancourt,TBA,3.038,False,2023,,,1350000.0,Christian,Bethancourt,Cots
Rony García,DET,2.138,False,2023,,,830000.0,Rony,García,Cots
Brent Suter,COL,5.161,False,2023,,,3000000.0,Brent,Suter,Cots
Jonathan Loáisiga,NYA,4.022,False,2023,,,2262500.0,Jonathan,Loáisiga,Cots
Luis Cessa,CIN,5.131,False,2023,,,2650000.0,Luis,Cessa,Cots
Dustin May,LAN,3.059,False,2023,,,1675000.0,Dustin,May,Cots
Caleb Ferguson,LAN,4.088,False,2023,,,1100000.0,Caleb,Ferguson,Cots
Jeff Hoffman,CIN,4.105,False,2023,True,False,,Jeff,Hoffman,Cots
Touki Toussaint,ANA,2.135,False,2023,True,False,,Touki,Toussaint,Cots
Austin Pruitt,OAK,4.055,False,2023,False,True,,Austin,Pruitt,Cots
Danny Mendick,CHA,2.168,False,2023,True,False,,Danny,Mendick,Cots
Alex Young,SFN,2.143,False,2023,True,False,,Alex,Young,Cots
Jandel Gustave,MIL,4.027,False,2023,True,False,,Jandel,Gustave,Cots
Jeff Brigham,NYN,3.01,False,2023,,,760000.0,Jeff,Brigham,Cots
Jake Cave,BAL,3.137,False,2023,,,950000.0,Jake,Cave,Cots
Keston Hiura,MIL,3.009,False,2023,,,2200000.0,Keston,Hiura,Cots
Chris Paddack,MIN,4.0,False,2023,,,2400000.0,Chris,Paddack,Cots
Luke Weaver,SEA,5.112,False,2023,True,False,,Luke,Weaver,Cots
Luke Voit,WAS,4.169,False,2023,True,False,,Luke,Voit,Cots
Jeimer Candelario,DET,5.038,False,2023,True,False,,Jeimer,Candelario,Cots
Chris Stratton,SLN,5.1,False,2023,,,2800000.0,Chris,Stratton,Cots
Robert Stephenson,PIT,5.049,False,2023,,,1750000.0,Robert,Stephenson,Cots
Luke Maile,CLE,5.148,False,2023,True,False,,Luke,Maile,Cots
Andrew Kittredge,TBA,4.07,False,2023,,,2075000.0,Andrew,Kittredge,Cots
Reyes Moronta,ARI,4.111,False,2023,True,False,,Reyes,Moronta,Cots
José Cisnero,DET,5.02,False,2023,,,2287500.0,José,Cisnero,Cots
Kyle Crick,CHA,5.027,False,2023,False,True,,Kyle,Crick,Cots
Derek Law,CIN,3.081,False,2023,True,False,,Derek,Law,Cots
JT Chargois,MIA,3.101,False,2023,,,850000.0,JT,Chargois,Cots
Tyler Rogers,SFN,3.034,False,2023,,,1675000.0,Tyler,Rogers,Cots
Jonathan Hernández,TEX,3.041,False,2023,,,995000.0,Jonathan,Hernández,Cots
Trent Thornton,TOR,3.073,False,2023,,,1000000.0,Trent,Thornton,Cots
Cody Stashak,MIN,3.064,False,2023,False,True,,Cody,Stashak,Cots
Adrian Morejon,SDN,3.013,False,2023,,,800000.0,Adrian,Morejon,Cots
Adrian Sampson,CHN,2.117,False,2023,,,1900000.0,Adrian,Sampson,Cots
