Player,Position,Salary,Year
"Hairston Jr., Jerry",of-2b,"$205,000 ",2000.0
"Herges, Matt",rhp,"$205,000 ",2000.0
"Hermanson, Chad",of,"$205,000 ",2000.0
"Quinn, Mark",of,"$205,000 ",2000.0
"Reichert, Dan",rhp,"$205,000 ",2000.0
"Riske, David",rhp,"$205,000 ",2000.0
"Woodward, Chris",inf,"$205,000 ",2000.0
"Burnett, A.J.",rhp-s,"$204,000 ",2000.0
"Ryan, B.J.",lhp,"$204,000 ",2000.0
"Kingsale, Gene",of,"$203,500 ",2000.0
"Almanza, Armando",rp,"$203,000 ",2000.0
"Durbin, Chad",rhp,"$203,000 ",2000.0
"Newhan, David",inf-of,"$203,000 ",2000.0
"Ankiel, Rick",of,"$202,500 ",2000.0
"Kennedy, Adam",2b,"$202,500 ",2000.0
"Moreno, Orber",rhp,"$202,500 ",2000.0
"Strickland, Scott",rhp,"$202,500 ",2000.0
"Murray, Calvin",of,"$202,000 ",2000.0
"Bergeron, Peter",of,"$201,500 ",2000.0
"Garcia, Jesse",ss,"$201,000 ",2000.0
"Lilly, Ted",lhp-s,"$201,000 ",2000.0
"Menechino, Frank",2b,"$201,000 ",2000.0
"Tejera, Michael",p,"$201,000 ",2000.0
"Vizcaino, Luis",rhp,"$200,500 ",2000.0
"Acosta, Kelyn",p,"$200,000 ",2000.0
"Alfonzo, Eliezer",c,"$200,000 ",2000.0
"Armas Jr., Tony",rhp,"$200,000 ",2000.0
"Bell, Rob",rhp,"$200,000 ",2000.0
"Brownlie, Bobby",rhp,"$200,000 ",2000.0
"Choate, Randy",lhp,"$200,000 ",2000.0
"Clark, Doug",of,"$200,000 ",2000.0
"Cordero, Francisco",rhp,"$200,000 ",2000.0
"Coutlangus, Jon",lhp,"$200,000 ",2000.0
"Dallimore, Brian",inf,"$200,000 ",2000.0
"DaVanon, Jeffrey",of,"$200,000 ",2000.0
"Falkenborg, Brian",rhp,"$200,000 ",2000.0
"Fick, Rob",1b,"$200,000 ",2000.0
"Frasor, Jason",rhp,"$200,000 ",2000.0
"Fultz, Aaron",lhp,"$200,000 ",2000.0
"Furcal, Rafael",2b,"$200,000 ",2000.0
"Hanrahan, Joel",rhp,"$200,000 ",2000.0
"Ishikawa, Travis",1b,"$200,000 ",2000.0
"Jimenez, D'Angelo",inf,"$200,000 ",2000.0
"Johnson, Nick",1b,"$200,000 ",2000.0
"LeCroy, Matt",1b-c,"$200,000 ",2000.0
"Myette, Aaron",p,"$200,000 ",2000.0
"Paul, Josh",c,"$200,000 ",2000.0
"Penny, Brad",rhp-s,"$200,000 ",2000.0
"Ramirez, Julio",of,"$200,000 ",2000.0
"Redman, Mark",lhp,"$200,000 ",2000.0
"Reyes, Dennys",lhp,"$200,000 ",2000.0
"Rolls, Damian",3b,"$200,000 ",2000.0
"Romero, J.C.",lhp,"$200,000 ",2000.0
"Santana, Johan",lhp-s,"$200,000 ",2000.0
"Schierholtz, Nate",rf,"$200,000 ",2000.0
"Schourek, Pete",rp,"$200,000 ",2000.0
"Walker, Tyler",rhp,"$200,000 ",2000.0
"Wheeler, Dan",rhp,"$200,000 ",2000.0
"Wise, Dewayne",cf,"$200,000 ",2000.0
"Wunsch, Kelly",rp,"$200,000 ",2000.0
2000,,,
TOTAL,,"$1,255,173,375 ",2000.0
AVERAGE,,"$2,245,391 ",2000.0
MEDIAN,,"$875,000 ",2000.0
"Rodriguez, Alex",3b,"$21,000,000 ",2001.0
"Brown, Kevin",rhp,"$15,000,000 ",2001.0
"Delgado, Carlos",1b,"$13,650,000 ",2001.0
"Piazza, Mike",c,"$13,571,429 ",2001.0
"Johnson, Randy",lhp-s,"$13,350,000 ",2001.0
"Vaughn, Mo",1b,"$13,166,667 ",2001.0
"Ramirez, Manny",lf-dh,"$13,050,000 ",2001.0
"Martinez, Pedro J.",rhp,"$13,000,000 ",2001.0
"Jeter, Derek",ss,"$12,600,000 ",2001.0
"Sosa, Sammy",of,"$12,500,000 ",2001.0
"Maddux, Greg",rhp,"$12,500,000 ",2001.0
"Griffey Jr., Ken",dh-rf,"$12,500,000 ",2001.0
"Williams, Bernie",of,"$12,357,143 ",2001.0
"Walker, Larry",of,"$12,166,667 ",2001.0
"Green, Shawn",of,"$12,166,667 ",2001.0
"Belle, Albert",of,"$12,049,040 ",2001.0
"Mondesi, Raul",of,"$11,500,000 ",2001.0
"McGwire, Mark",1b,"$11,000,000 ",2001.0
"Hampton, Mike",lhp-s,"$10,500,000 ",2001.0
"Jones, Chipper",3b,"$10,333,333 ",2001.0
"Clemens, Roger",rhp,"$10,300,000 ",2001.0
"Bonds, Barry",of,"$10,300,000 ",2001.0
"Mussina, Mike",rhp,"$10,000,000 ",2001.0
"Gonzalez, Juan",of,"$10,000,000 ",2001.0
"Thomas, Frank",dh,"$9,927,000 ",2001.0
"Sheffield, Gary",rf,"$9,916,667 ",2001.0
"Park, Chan Ho",rhp,"$9,900,000 ",2001.0
"Leiter, Al",lhp,"$9,750,000 ",2001.0
"Finley, Chuck",lhp,"$9,666,667 ",2001.0
"Glavine, Tom",lhp-s,"$9,500,000 ",2001.0
"Dreifort, Darren",sp,"$9,400,000 ",2001.0
"Wells, David",lhp,"$9,250,000 ",2001.0
"Rivera, Mariano",rhp,"$9,150,000 ",2001.0
"Jordan, Brian",of,"$9,100,000 ",2001.0
"Williams, Matt",3b,"$9,000,000 ",2001.0
"Palmiero, Rafael",1b,"$9,000,000 ",2001.0
"Larkin, Barry",ss,"$9,000,000 ",2001.0
"Durham, Ray",2b,"$9,000,000 ",2001.0
"Alvarez, Wilson",sp,"$9,000,000 ",2001.0
"Rodriguez, Ivan",c,"$8,600,000 ",2001.0
"Ventura, Robin",mgr,"$8,500,000 ",2001.0
"Appier, Kevin",rhp,"$8,500,000 ",2001.0
"Vaughn, Greg",of-dh,"$8,250,000 ",2001.0
"Jones, Andruw",rf-lf,"$8,200,000 ",2001.0
"Lankford, Ray",of,"$8,100,000 ",2001.0
"Stottlemyre, Todd",rhp,"$8,000,000 ",2001.0
"Smoltz, John",rhp-s,"$8,000,000 ",2001.0
"Lofton, Kenny",of,"$8,000,000 ",2001.0
"Justice, David",of,"$7,800,000 ",2001.0
"Radke, Brad",sp,"$7,750,000 ",2001.0
"Lopez, Javy",c,"$7,750,000 ",2001.0
"Biggio, Craig",of,"$7,750,000 ",2001.0
"Alomar, Roberto",2b,"$7,750,000 ",2001.0
"Rogers, Kenny",lhp,"$7,500,000 ",2001.0
"Karros, Eric",1b,"$7,500,000 ",2001.0
"Giles, Brian",rf,"$7,333,333 ",2001.0
"O'Neill, Paul",of,"$7,250,000 ",2001.0
"Garciaparra, Nomar",3b-1b,"$7,250,000 ",2001.0
"Castilla, Vinny",3b,"$7,250,000 ",2001.0
"Neagle, Denny",lhp,"$7,200,000 ",2001.0
"Anderson, Brady",of,"$7,200,000 ",2001.0
"Reynolds, Shane",sp,"$7,166,667 ",2001.0
"Damon, Johnny",lf,"$7,100,000 ",2001.0
"Thome, Jim",dh,"$7,000,000 ",2001.0
"Sele, Aaron",rhp,"$7,000,000 ",2001.0
"Segui, David",1b,"$7,000,000 ",2001.0
"Pettitte, Andy",lhp-s,"$7,000,000 ",2001.0
"Oliver, Darren",lhp,"$7,000,000 ",2001.0
"Astacio, Pedro",rhp,"$6,850,000 ",2001.0
"Zeile, Todd",1b-3b,"$6,833,333 ",2001.0
"Offerman, Jose",2b-1b,"$6,750,000 ",2001.0
"Hoffman, Trevor",rhp,"$6,750,000 ",2001.0
"Olerud, John",1b,"$6,700,000 ",2001.0
"Erickson, Scott",rhp,"$6,680,000 ",2001.0
"Benes, Andy",sp,"$6,666,667 ",2001.0
"Nen, Robb",rhp,"$6,600,000 ",2001.0
"Schilling, Curt",rhp,"$6,500,000 ",2001.0
"Salmon, Tim",of,"$6,500,000 ",2001.0
"Moyer, Jamie",lhp-s,"$6,500,000 ",2001.0
"McGriff, Fred",1b,"$6,500,000 ",2001.0
"Bagwell, Jeff",1b,"$6,500,000 ",2001.0
"Lieberthal, Mike",c,"$6,333,333 ",2001.0
"Edmonds, Jim",of,"$6,333,333 ",2001.0
"Ripken Jr., Cal",3b,"$6,300,000 ",2001.0
"Martinez, Tino",1b,"$6,300,000 ",2001.0
"Lima, Jose",rhp,"$6,250,000 ",2001.0
"Young, Kevin",1b,"$6,125,000 ",2001.0
"Knoblauch, Chuck",2b-of,"$6,000,000 ",2001.0
"Kent, Jeff",2b,"$6,000,000 ",2001.0
"Hitchcock, Sterling",sp,"$6,000,000 ",2001.0
"Hernandez, Roberto",rhp,"$6,000,000 ",2001.0
"Hammonds, Jeffrey",of,"$6,000,000 ",2001.0
"Guerrero, Vladimir",rf-dh,"$6,000,000 ",2001.0
"Galarraga, Andres",1b,"$6,000,000 ",2001.0
"Ashby, Andy",sp,"$6,000,000 ",2001.0
"Baldwin, James",p,"$5,950,000 ",2001.0
"Benitez, Armando",rhp,"$5,812,500 ",2001.0
"Snow, J.T.",1b,"$5,750,000 ",2001.0
"Klesko, Ryan",1b,"$5,750,000 ",2001.0
"Fryman, Travis",3b,"$5,750,000 ",2001.0
"Alfonzo, Edgardo",2b,"$5,750,000 ",2001.0
"Suzuki, Ichiro",rf,"$5,666,667 ",2001.0
"Burks, Ellis",of,"$5,666,667 ",2001.0
"Burnitz, Jeromy",of,"$5,512,500 ",2001.0
"Rolen, Scott",3b,"$5,500,000 ",2001.0
"Martinez, Edgar",dh,"$5,500,000 ",2001.0
"Floyd, Cliff",lf,"$5,500,000 ",2001.0
"Finley, Steve",of,"$5,375,000 ",2001.0
"Hermanson, Dustin",p,"$5,333,333 ",2001.0
"Higginson, Bobby",of,"$5,325,000 ",2001.0
"Alou, Moises",of,"$5,250,000 ",2001.0
"Valentin, Jose",of-ss,"$5,166,667 ",2001.0
"Kendall, Jason",c,"$5,100,000 ",2001.0
"Lieber, Jon",p,"$5,083,333 ",2001.0
"Williams, Woody",rhp,"$5,083,000 ",2001.0
"Easley, Damion",2b,"$5,075,000 ",2001.0
"Wagner, Billy",lhp,"$5,000,000 ",2001.0
"Sweeney, Mike",dh-1b,"$5,000,000 ",2001.0
"Saberhagen, Bret",rhp,"$5,000,000 ",2001.0
"Johnson, Charles",c,"$5,000,000 ",2001.0
"Grissom, Marquis",of,"$5,000,000 ",2001.0
"Burba, Dave",sp,"$5,000,000 ",2001.0
"Abreu, Bobby",rf,"$4,983,000 ",2001.0
"Helton, Todd",1b,"$4,950,000 ",2001.0
"Rueter, Kirk",lhp,"$4,866,667 ",2001.0
"Cirillo, Jeff",3b,"$4,850,000 ",2001.0
"Surhoff, B.J.",of,"$4,833,333 ",2001.0
"Gonzalez, Luis",of,"$4,833,333 ",2001.0
"Estes, Shawn",lhp,"$4,725,000 ",2001.0
"Sasaki, Kazuhiro",rhp,"$4,666,667 ",2001.0
"Greer, Rusty",of,"$4,600,000 ",2001.0
"Young, Eric",2b,"$4,500,000 ",2001.0
"Renteria, Edgar",ss,"$4,500,000 ",2001.0
"Nomo, Hideo",rhp,"$4,500,000 ",2001.0
"Hentgen, Pat",sp,"$4,500,000 ",2001.0
"Helling, Rick",sp,"$4,500,000 ",2001.0
"Clayton, Royce",ss,"$4,500,000 ",2001.0
"Bordick, Mike",ss,"$4,500,000 ",2001.0
"Beck, Rod",rp,"$4,500,000 ",2001.0
"Anderson, Garret",lf,"$4,500,000 ",2001.0
"Anderson, Garret",lf,"$4,500,000 ",2001.0
"Clark, Tony",1b,"$4,462,500 ",2001.0
"Wilson, Dan",c,"$4,400,000 ",2001.0
"Vina, Fernando",2b,"$4,333,333 ",2001.0
"Timlin, Mike",rhp,"$4,250,000 ",2001.0
"Loaiza, Esteban",rhp,"$4,250,000 ",2001.0
"Gonzalez, Alex S.",3b-ss,"$4,250,000 ",2001.0
"Ausmus, Brad",mgr,"$4,250,000 ",2001.0
"Urbina, Ugueth",rhp,"$4,200,000 ",2001.0
"Anderson, Brian",lhp,"$4,125,000 ",2001.0
"Giambi, Jason",dh-1b,"$4,103,333 ",2001.0
"Posada, Jorge",c,"$4,050,000 ",2001.0
"Womack, Tony",of,"$4,000,000 ",2001.0
"White, Rondell",of,"$4,000,000 ",2001.0
"Ordonez, Rey",ss,"$4,000,000 ",2001.0
"Grudzielanek, Mark",ss-2b,"$4,000,000 ",2001.0
"Jones, Todd",rhp,"$3,975,000 ",2001.0
"Lawton, Matt",of,"$3,900,000 ",2001.0
"Dye, Jermaine",rf,"$3,800,000 ",2001.0
"Ordonez, Magglio",rf,"$3,750,000 ",2001.0
"Mantei, Matt",rp,"$3,583,333 ",2001.0
"Franco, John",rp,"$3,583,333 ",2001.0
"Perez, Neifi",ss,"$3,550,000 ",2001.0
"Fletcher, Darrin",c,"$3,525,000 ",2001.0
"Cruz, Deivi",ss,"$3,525,000 ",2001.0
"Young, Dmitri",1b-dh,"$3,500,000 ",2001.0
"Loretta, Mark",2b-3b,"$3,500,000 ",2001.0
"Hundley, Todd",c,"$3,500,000 ",2001.0
"Hidalgo, Richard",of,"$3,500,000 ",2001.0
"Caminiti, Ken",3b,"$3,500,000 ",2001.0
"Erstad, Darin",1b-of,"$3,450,000 ",2001.0
"Benson, Kris",rhp-s,"$3,450,000 ",2001.0
"Cameron, Mike",cf,"$3,416,667 ",2001.0
"Percival, Troy",rhp,"$3,400,000 ",2001.0
"Gutierrez, Ricky",ss,"$3,400,000 ",2001.0
"Nelson, Jeff",rp,"$3,333,333 ",2001.0
"Hernandez, Jose",3b,"$3,333,333 ",2001.0
"Isringhausen, Jason",rhp,"$3,300,000 ",2001.0
"Batista, Tony",3b,"$3,300,000 ",2001.0
"Rosado, Jose",lhp,"$3,250,000 ",2001.0
"Rhodes, Arthur",lhp,"$3,250,000 ",2001.0
"Boone, Bret",2b,"$3,250,000 ",2001.0
"Aurilia, Rich",1b-3b,"$3,250,000 ",2001.0
"Stairs, Matt",lf-rf,"$3,200,000 ",2001.0
"Schmidt, Jason",rhp-s,"$3,200,000 ",2001.0
"Reese, Pokey",2b,"$3,200,000 ",2001.0
"Millwood, Kevin",rhp-s,"$3,100,000 ",2001.0
"Foulke, Keith",rhp,"$3,100,000 ",2001.0
"Hernandez, Livan",rhp,"$3,025,000 ",2001.0
"Glanville, Doug",of,"$3,016,667 ",2001.0
"Williams, Gerald",of,"$3,000,000 ",2001.0
"Wakefield, Tim",rhp-s,"$3,000,000 ",2001.0
"Vizquel, Omar",ss-2b,"$3,000,000 ",2001.0
"Trachsel, Steve",rhp,"$3,000,000 ",2001.0
"Grace, Mark",1b,"$3,000,000 ",2001.0
"Gomez, Chris",inf,"$3,000,000 ",2001.0
"Flaherty, John",c,"$3,000,000 ",2001.0
"Conine, Jeff",of-1b,"$3,000,000 ",2001.0
"Casey, Sean",1b,"$3,000,000 ",2001.0
"Wendell, Turk",p,"$2,999,999 ",2001.0
"Person, Robert",p,"$2,975,000 ",2001.0
"Lopez, Albie",rhp,"$2,975,000 ",2001.0
"Mesa, Jose",rhp,"$2,900,000 ",2001.0
"Alomar Jr., Sandy",c,"$2,900,000 ",2001.0
"Villone, Ron",lhp,"$2,800,000 ",2001.0
"Sanchez, Rey",ss,"$2,800,000 ",2001.0
"Tatis, Fernando",3b-of,"$2,750,000 ",2001.0
"Mulholland, Terry",lhp,"$2,750,000 ",2001.0
"Mueller, Bill",3b,"$2,750,000 ",2001.0
"Mayne, Brent",c,"$2,750,000 ",2001.0
"Hollandsworth, Todd",of,"$2,750,000 ",2001.0
"Grieve, Ben",of,"$2,750,000 ",2001.0
"Drew, J.D.",rf,"$2,750,000 ",2001.0
"Daal, Omar",sp,"$2,750,000 ",2001.0
"Karsay, Steve",sp,"$2,700,000 ",2001.0
"Cedeno, Roger",of,"$2,700,000 ",2001.0
"Benard, Marvin",of,"$2,700,000 ",2001.0
"Cordero, Wilfredo",of,"$2,666,667 ",2001.0
"Colon, Bartolo",rhp-s,"$2,625,000 ",2001.0
"Wickman, Bob",rhp,"$2,600,000 ",2001.0
"Adams, Terry",p,"$2,600,000 ",2001.0
"Cormier, Rheal",p,"$2,583,333 ",2001.0
"Carpenter, Chris",rhp-s,"$2,583,333 ",2001.0
"Wright, Jaret",rhp,"$2,562,500 ",2001.0
"Bush, Homer",inf,"$2,550,000 ",2001.0
"Vidro, Jose",dh-2b,"$2,500,000 ",2001.0
"Valdez, Ismael",sp,"$2,500,000 ",2001.0
"Fullmer, Brad",1b-of,"$2,500,000 ",2001.0
"Stanton, Mike",lhp,"$2,450,000 ",2001.0
"Alfonseca, Antonio",rp,"$2,450,000 ",2001.0
"Moehler, Brian",rhp-s,"$2,416,667 ",2001.0
"Fassero, Jeff",p,"$2,400,000 ",2001.0
"Embree, Alan",lhp,"$2,400,000 ",2001.0
"Wright, Jamey",rhp,"$2,350,000 ",2001.0
"Suppan, Jeff",rhp-s,"$2,350,000 ",2001.0
"Cruz Jr., Jose",of,"$2,350,000 ",2001.0
"Randa, Joe",3b,"$2,300,000 ",2001.0
"Konerko, Paul",1b-dh,"$2,300,000 ",2001.0
"Brocail, Doug",rhp,"$2,300,000 ",2001.0
"Tavarez, Julian",rhp,"$2,275,000 ",2001.0
"Groom, Buddy",rhp,"$2,250,000 ",2001.0
"Castillo, Frank",sp,"$2,250,000 ",2001.0
"Bere, Jason",sp,"$2,250,000 ",2001.0
"Castillo, Luis",2b,"$2,220,000 ",2001.0
"Plesac, Dan",rp,"$2,200,000 ",2001.0
"Leskanic, Curtis",rhp,"$2,200,000 ",2001.0
"Haynes, Jimmy",p,"$2,200,000 ",2001.0
"Bell, David",3b,"$2,200,000 ",2001.0
"Stewart, Shannon",of,"$2,183,333 ",2001.0
"Milton, Eric",lhp,"$2,150,000 ",2001.0
"Lowe, Derek",rhp-s,"$2,125,000 ",2001.0
"Kotsay, Mark",of-1b,"$2,125,000 ",2001.0
"Ponson, Sidney",rhp-s,"$2,100,000 ",2001.0
"Graves, Danny",rhp,"$2,100,000 ",2001.0
"Hernandez, Orlando",rhp,"$2,050,000 ",2001.0
"Tejada, Miguel",3b,"$2,025,000 ",2001.0
"Vazquez, Javier",rhp-s,"$2,000,000 ",2001.0
"Shuey, Paul",rp,"$2,000,000 ",2001.0
"Reynoso, Armando",rhp,"$2,000,000 ",2001.0
"Miceli, Dan",rp,"$2,000,000 ",2001.0
"McLemore, Mark",inf-of,"$2,000,000 ",2001.0
"Gwynn, Tony",of,"$2,000,000 ",2001.0
"Gordon, Tom",rhp,"$2,000,000 ",2001.0
"Girardi, Joe",mgr,"$2,000,000 ",2001.0
"Wood, Kerry",rhp,"$1,940,000 ",2001.0
"Ritchie, Todd",p,"$1,933,333 ",2001.0
"Burrell, Pat",lf,"$1,905,000 ",2001.0
"Veres, Dave",rp,"$1,900,000 ",2001.0
"Rocker, John",lhp,"$1,900,000 ",2001.0
"Meadows, Brian",sp,"$1,900,000 ",2001.0
"La Russa, Tony",mgr,"$1,900,000 ",2001.0
"Vander Wal, John",of,"$1,850,000 ",2001.0
"Varitek, Jason",c,"$1,800,000 ",2001.0
"Tucker, Michael",of,"$1,800,000 ",2001.0
"Taubensee, Eddie",c,"$1,800,000 ",2001.0
"Rusch, Glendon",lhp,"$1,800,000 ",2001.0
"Quantrill, Paul",rp,"$1,800,000 ",2001.0
"Guthrie, Mark",rp,"$1,800,000 ",2001.0
"Guardado, Eddie",lhp,"$1,800,000 ",2001.0
"Burkett, John",sp,"$1,750,000 ",2001.0
"Fetters, Mike",rp,"$1,725,000 ",2001.0
"Widger, Chris",c,"$1,700,000 ",2001.0
"Sullivan, Scott",rp,"$1,700,000 ",2001.0
"Abbott, Paul",rhp,"$1,700,000 ",2001.0
"Nevin, Phil",3b,"$1,625,000 ",2001.0
"Arrojo, Rolando",sp,"$1,625,000 ",2001.0
"Rodriguez, Rich",p,"$1,600,000 ",2001.0
"Remlinger, Mike",rp,"$1,600,000 ",2001.0
"Reed, Steve",p,"$1,600,000 ",2001.0
"Powell, Jay",rp,"$1,600,000 ",2001.0
"Mendoza, Ramiro",p,"$1,600,000 ",2001.0
"Colbrunn, Greg",1b-of,"$1,600,000 ",2001.0
"Chrstiansen, Jason",rp,"$1,600,000 ",2001.0
"Yoshii, Masato",p,"$1,500,000 ",2001.0
"Vizcaino, Jose",inf,"$1,500,000 ",2001.0
"Sanders, Reggie",of,"$1,500,000 ",2001.0
"Rincon, Ricardo",lhp,"$1,500,000 ",2001.0
"Paquette, Craig",3b,"$1,500,000 ",2001.0
"Osuna, Antonio",rp,"$1,500,000 ",2001.0
"Martinez, Dave",of,"$1,500,000 ",2001.0
"Hasegawa, Shigetoshi",rp,"$1,500,000 ",2001.0
"Escobar, Kelvim",rhp-s,"$1,500,000 ",2001.0
"Brogna, Rico",1b,"$1,500,000 ",2001.0
"Bottalico, Ricky",rp,"$1,500,000 ",2001.0
"Hawkins, LaTroy",rhp-c,"$1,450,000 ",2001.0
"Thompson, Justin",sp,"$1,420,000 ",2001.0
"Myers, Greg",c,"$1,400,000 ",2001.0
"Houston, Tyler",c,"$1,375,000 ",2001.0
"Worrell, Tim",rhp,"$1,300,000 ",2001.0
"Stynes, Chris",3b-2b,"$1,300,000 ",2001.0
"Pavano, Carl",rhp-s,"$1,300,000 ",2001.0
"Erickson, Matt",inf,"$1,300,000 ",2001.0
"Owens, Eric",of,"$1,250,000 ",2001.0
"Myers, Mike",lhp,"$1,250,000 ",2001.0
"Miller, Damian",c,"$1,250,000 ",2001.0
"Glaus, Troy",3b,"$1,250,000 ",2001.0
"Beltre, Adrian",3b,"$1,250,000 ",2001.0
"Williams, Mike",rp,"$1,200,000 ",2001.0
"Weathers, David",rhp,"$1,200,000 ",2001.0
"Nitkowski, C.J.",p,"$1,200,000 ",2001.0
"Morris, Matt",rhp,"$1,200,000 ",2001.0
"Ligtenberg, Kerry",rp,"$1,200,000 ",2001.0
"Henry, Doug",rhp,"$1,200,000 ",2001.0
"Jenkins, Geoff",of,"$1,187,500 ",2001.0
"White, Gabe",rp,"$1,166,667 ",2001.0
"Zaun, Gregg",c,"$1,150,000 ",2001.0
"White, Rick",rp,"$1,150,000 ",2001.0
"Heredia, Felix",rp,"$1,150,000 ",2001.0
"Spiezio, Scott",inf,"$1,125,000 ",2001.0
"Sexson, Richie",1b,"$1,125,000 ",2001.0
"Mecir, Jim",rp,"$1,116,667 ",2001.0
"Tomko, Brett",rhp,"$1,100,000 ",2001.0
"Patterson, Danny",rp,"$1,100,000 ",2001.0
"Walker, Todd",2b,"$1,050,000 ",2001.0
"Hatteberg, Scott",c-1b,"$1,050,000 ",2001.0
"Rodriguez, Felix",rp,"$1,037,500 ",2001.0
"Stephenson, Garret",sp,"$1,025,000 ",2001.0
"Wilson, Preston",of,"$1,000,000 ",2001.0
"Schourek, Pete",rp,"$1,000,000 ",2001.0
"Cone, David",rhp,"$1,000,000 ",2001.0
"Baines, Harold",dh-of,"$1,000,000 ",2001.0
"Wasdin, John",p,"$975,000 ",2001.0
"Benes, Alan",rhp,"$925,000 ",2001.0
"Ortiz, Russ",rhp-s,"$912,500 ",2001.0
"DeJean, Mike",p,"$910,000 ",2001.0
"Palmeiro, Orlando",of,"$900,000 ",2001.0
"Matheny, Mike",mgr,"$900,000 ",2001.0
"Hocking, Denny",inf-of,"$900,000 ",2001.0
"Osik, Keith",c,"$887,500 ",2001.0
"Catalanotto, Frank",of,"$850,000 ",2001.0
"Paniagua, Jose",rp,"$837,500 ",2001.0
"Fordyce, Brook",c,"$825,000 ",2001.0
"Witasick, Jay",rp,"$800,000 ",2001.0
"Mabry, John",3b-of,"$800,000 ",2001.0
"Lee, Travis",1b,"$800,000 ",2001.0
"DiFelice, Mike",c,"$775,000 ",2001.0
"Kim, Byung Hyun",rhp,"$762,500 ",2001.0
"McCarty, David",1b-of,"$750,000 ",2001.0
"Kline, Steve",lhp,"$750,000 ",2001.0
"Jackson, Mike",rp,"$750,000 ",2001.0
"Grimsley, Jason",rhp,"$750,000 ",2001.0
"Eldred, Cal",rhp,"$750,000 ",2001.0
"Koch, Billy",rp,"$733,333 ",2001.0
"Castillo, Alberto",c,"$725,000 ",2001.0
"Levine, Al",p,"$715,000 ",2001.0
"Blanco, Henry",c,"$712,500 ",2001.0
"Holtz, Mike",p,"$705,000 ",2001.0
"Randolph, Willie",mgr,"$700,000 ",2001.0
"Morgan, Mike",rhp,"$700,000 ",2001.0
"Millar, Kevin",dh-1b,"$700,000 ",2001.0
"Manuel, Jerry",mgr,"$700,000 ",2001.0
"Lopez, Luis",ss,"$700,000 ",2001.0
"Howe, Art",mgr,"$700,000 ",2001.0
"Collins, Terry",mgr,"$700,000 ",2001.0
"Bautista, Danny",of,"$675,000 ",2001.0
"Aybar, Manny",rhp,"$665,000 ",2001.0
"Yan, Esteban",rhp,"$650,000 ",2001.0
"Perez, Eddie",c,"$650,000 ",2001.0
"Wilson, Enrique",2b,"$635,000 ",2001.0
"Soriano, Alfonso",dh,"$630,000 ",2001.0
"Sparks, Steve",p,"$625,000 ",2001.0
"Reyes, Dennys",lhp,"$625,000 ",2001.0
"Hansen, Dave",inf,"$625,000 ",2001.0
"Chavez, Eric",3b-1b,"$625,000 ",2001.0
"Pratt, Todd",c,"$600,000 ",2001.0
"Byrd, Paul",rhp,"$600,000 ",2001.0
"Berg, Dave",ss,"$587,500 ",2001.0
"Parque, Jim",sp,"$550,000 ",2001.0
"Manzanillo, Josias",p,"$550,000 ",2001.0
"Jarvis, Kevin",p,"$550,000 ",2001.0
"Hudson, Tim",rhp-s,"$525,000 ",2001.0
"Stinnett, Kelly",c,"$500,000 ",2001.0
"Shinjo, Tsuyoshi",of,"$500,000 ",2001.0
"Santiago, Benito",c,"$500,000 ",2001.0
"Mahomes, Pat",rp,"$500,000 ",2001.0
"Lowell, Mike",3b,"$500,000 ",2001.0
"Guillen, Ozzie",mgr,"$500,000 ",2001.0
"Cordova, Marty",of,"$500,000 ",2001.0
"Relaford, Desi",inf,"$475,000 ",2001.0
"Dessens, Elmer",rhp,"$475,000 ",2001.0
"Franco, Matt",of,"$462,500 ",2001.0
"Norton, Greg",3b,"$450,000 ",2001.0
"Kapler, Gabe",of,"$450,000 ",2001.0
"Bako, Paul",c,"$450,000 ",2001.0
"Encarnacion, Juan",of,"$440,000 ",2001.0
"Weaver, Jeff",rhp,"$425,000 ",2001.0
"Halama, John",lhp,"$425,000 ",2001.0
"Garcia, Freddy",rhp-s,"$425,000 ",2001.0
"Counsell, Craig",spec ass't to GM,"$425,000 ",2001.0
"Beltran, Carlos",rf,"$425,000 ",2001.0
"Halter, Shane",inf-of,"$420,000 ",2001.0
"Sauerbeck, Scott",p,"$416,667 ",2001.0
"Ledee, Ricky",of,"$406,500 ",2001.0
"Williamson, Scott",rhp,"$400,000 ",2001.0
"Looper, Braden",rhp-s,"$400,000 ",2001.0
"Lee, Carlos",lf,"$400,000 ",2001.0
"Elarton, Scott",rhp,"$400,000 ",2001.0
"Dempster, Ryan",rhp-s,"$400,000 ",2001.0
"Daubach, Brian",1b-dh,"$400,000 ",2001.0
"Castro, Juan",2b-ss,"$400,000 ",2001.0
"Casanova, Raul",c,"$400,000 ",2001.0
"Boone, Aaron",3b,"$400,000 ",2001.0
"Batista, Miguel",rhp,"$400,000 ",2001.0
"Ankiel, Rick",of,"$400,000 ",2001.0
"Nixon, Trot",of,"$390,000 ",2001.0
"Diaz, Einar",c,"$387,500 ",2001.0
"Brown, Adrian",of,"$380,000 ",2001.0
"Telemaco, Amaruy",p,"$375,000 ",2001.0
"Mordecai, Mike",inf,"$375,000 ",2001.0
"Marrero, Eli",c,"$375,000 ",2001.0
"Lee, Derrek",1b,"$375,000 ",2001.0
"Howry, Bobby",rhp,"$375,000 ",2001.0
"Graffanino, Tony",2b-3b,"$375,000 ",2001.0
