Player,Position,Salary,Year
"Hollandsworth, Todd",of,"$900,000 ",2005.0
"Howry, Bobby",rhp,"$900,000 ",2005.0
"Koch, Billy",rp,"$900,000 ",2005.0
"Politte, Cliff",p,"$900,000 ",2005.0
"Redmond, Mike",c,"$900,000 ",2005.0
"Reed, Steve",p,"$900,000 ",2005.0
"Walker, Jamie",lhp,"$900,000 ",2005.0
"Gryboski, Kevin",p,"$877,500 ",2005.0
"Kielty, Bobby",of,"$875,000 ",2005.0
"Dellucci, David",of,"$850,000 ",2005.0
"Elarton, Scott",rhp,"$850,000 ",2005.0
"Halama, John",lhp,"$850,000 ",2005.0
"Sturtze, Tanyon",rhp,"$850,000 ",2005.0
"Young, Eric",2b,"$850,000 ",2005.0
"Gomez, Chris",inf,"$825,000 ",2005.0
"Koplove, Mike",rhp,"$825,000 ",2005.0
"Macias, Jose",2b,"$825,000 ",2005.0
"Michaels, Jason",of,"$825,000 ",2005.0
"Astacio, Pedro",rhp,"$800,000 ",2005.0
"Bell, Rob",rhp,"$800,000 ",2005.0
"Blalock, Hank",dh-1b,"$800,000 ",2005.0
"Bottalico, Ricky",rp,"$800,000 ",2005.0
"Branyan, Russell",1b-3b,"$800,000 ",2005.0
"Cruz, Deivi",ss,"$800,000 ",2005.0
"Flaherty, John",c,"$800,000 ",2005.0
"Nomo, Hideo",rhp,"$800,000 ",2005.0
"Osuna, Antonio",rp,"$800,000 ",2005.0
"Otsuka, Akinori",p,"$800,000 ",2005.0
"Palmeiro, Orlando",of,"$800,000 ",2005.0
"Phelps, Josh",1b-c,"$800,000 ",2005.0
"Reese, Pokey",2b,"$800,000 ",2005.0
"Wilson, Vance",c,"$760,000 ",2005.0
"Bennett, Gary",c,"$750,000 ",2005.0
"Clark, Tony",1b,"$750,000 ",2005.0
"Easley, Damion",2b,"$750,000 ",2005.0
"Hammond, Chris",p,"$750,000 ",2005.0
"LeCroy, Matt",1b-c,"$750,000 ",2005.0
"Mantei, Matt",rp,"$750,000 ",2005.0
"Peavy, Jake",rhp-s,"$750,000 ",2005.0
"Petagine, Roberto",1b,"$750,000 ",2005.0
"Pratt, Todd",c,"$750,000 ",2005.0
"Redding, Tim",rhp-s,"$750,000 ",2005.0
"Riedling, John",p,"$750,000 ",2005.0
"Yabu, Keiichi",rhp,"$750,000 ",2005.0
"Harper, Travis",p,"$745,000 ",2005.0
"Mabry, John",3b-of,"$725,000 ",2005.0
"Molina, Jose",c,"$725,000 ",2005.0
"Torrealba, Yorvit",c,"$715,000 ",2005.0
"Webb, Brandon",rhp-s,"$715,000 ",2005.0
"Franco, John",rp,"$700,000 ",2005.0
"Mahay, Ron",lhp,"$700,000 ",2005.0
"Moeller, Chad",c,"$700,000 ",2005.0
"Munro, Pete",p,"$700,000 ",2005.0
"Myers, Greg",c,"$700,000 ",2005.0
"Sele, Aaron",rhp,"$700,000 ",2005.0
"Vazquez, Ramon",ss-2b,"$700,000 ",2005.0
"Woodward, Chris",inf,"$700,000 ",2005.0
"Tucker, T.J.",p,"$657,000 ",2005.0
"Bako, Paul",c,"$650,000 ",2005.0
"Colbrunn, Greg",1b-of,"$650,000 ",2005.0
"Greene, Todd",c,"$650,000 ",2005.0
"Hernandez, Roberto",rhp,"$650,000 ",2005.0
"Perez, Tomas",inf,"$650,000 ",2005.0
"Saenz, Olmedo",3b,"$650,000 ",2005.0
"Sosa, Jorge",rhp,"$650,000 ",2005.0
"Brower, Jim",rhp,"$625,000 ",2005.0
"Nunez, Abraham",inf,"$625,000 ",2005.0
"Perez, Eddie",c,"$625,000 ",2005.0
"Alomar, Roberto",2b,"$600,000 ",2005.0
"Aurilia, Rich",1b-3b,"$600,000 ",2005.0
"Colome, Jesus",rhp,"$600,000 ",2005.0
"Cordero, Wilfredo",of,"$600,000 ",2005.0
"Cruz, Juan",rhp,"$600,000 ",2005.0
"Diaz, Einar",c,"$600,000 ",2005.0
"Eldred, Cal",rhp,"$600,000 ",2005.0
"Gonzalez, Juan",of,"$600,000 ",2005.0
"Jordan, Brian",of,"$600,000 ",2005.0
"Menechino, Frank",2b,"$600,000 ",2005.0
"Myers, Mike",lhp,"$600,000 ",2005.0
"Sanchez, Rey",ss,"$600,000 ",2005.0
"Telemaco, Amaruy",p,"$600,000 ",2005.0
"Weber, Ben",p,"$600,000 ",2005.0
"White, Gabe",rp,"$600,000 ",2005.0
"Fox, Chad",rhp,"$575,000 ",2005.0
"Hansen, Craig",rhp,"$575,000 ",2005.0
"Alomar, Sandy Jr.",c,"$550,000 ",2005.0
"Chen, Bruce",lhp,"$550,000 ",2005.0
"Choate, Randy",lhp,"$550,000 ",2005.0
"Fultz, Aaron",lhp,"$550,000 ",2005.0
"Ginter, Keith",inf,"$550,000 ",2005.0
"McCarty, David",1b-of,"$550,000 ",2005.0
"Podsednik, Scott",cf-lf,"$550,000 ",2005.0
"Seanez, Rudy",rhp,"$550,000 ",2005.0
"Sweeney, Mark",1b,"$550,000 ",2005.0
"Taguchi, So",of,"$550,000 ",2005.0
"Wright, Jamey",rhp,"$550,000 ",2005.0
"Wunsch, Kelly",rp,"$550,000 ",2005.0
"Erickson, Scott",rhp,"$525,000 ",2005.0
"Adams, Terry",p,"$500,000 ",2005.0
"Berrora, Angel",ss,"$500,000 ",2005.0
"Carrara, Giovanni",rhp,"$500,000 ",2005.0
"Castro, Ramon",c,"$500,000 ",2005.0
"Crawford, Carl",lf,"$500,000 ",2005.0
"Cruz, Jacob",of,"$500,000 ",2005.0
"DeRosa, Mark",3b,"$500,000 ",2005.0
"Duckworth, Brandon",rhp,"$500,000 ",2005.0
"Fassero, Jeff",p,"$500,000 ",2005.0
"Hafner, Travis",dh,"$500,000 ",2005.0
"Harden, Rich",rhp-s,"$500,000 ",2005.0
"Lidge, Brad",rhp,"$500,000 ",2005.0
"Martinez, Victor",c-1b,"$500,000 ",2005.0
"McEwing, Joe",of,"$500,000 ",2005.0
"Merloni, Lou",inf,"$500,000 ",2005.0
"Sauerbeck, Scott",p,"$500,000 ",2005.0
"Widger, Chris",c,"$500,000 ",2005.0
"Williamson, Scott",rhp,"$500,000 ",2005.0
"Nady, Xavier",rf,"$488,000 ",2005.0
"Perisho, Matt",p,"$475,000 ",2005.0
"Estrada, Johnny",c,"$460,000 ",2005.0
"Bernero, Adam",p,"$450,000 ",2005.0
"Castillo, Alberto",c,"$450,000 ",2005.0
"Ensberg, Morgan",3b,"$450,000 ",2005.0
"Paul, Josh",c,"$450,000 ",2005.0
"Valentin, Javier",c,"$450,000 ",2005.0
"Overbay, Lyle",1b,"$446,000 ",2005.0
"Everett, Adam",ss,"$445,000 ",2005.0
"Myers, Brett",rhp-s,"$445,000 ",2005.0
"Harang, Aaron",rhp-s,"$440,000 ",2005.0
"Lackey, John",rhp-s,"$440,000 ",2005.0
"Pena, Wily Mo",of,"$440,000 ",2005.0
"Rincon, Juan",rhp,"$440,000 ",2005.0
"Rodriguez, Francisco",rhp,"$440,000 ",2005.0
"Aybar, Manny",rhp,"$425,000 ",2005.0
"Donnelly, Brendan",rhp,"$420,000 ",2005.0
"Santos, Victor",p,"$420,000 ",2005.0
"Lopez, Felipe",2b-ss,"$415,000 ",2005.0
"Freel, Ryan",inf-of,"$405,000 ",2005.0
"Maroth, Mike",lhp,"$405,000 ",2005.0
"Ankiel, Rick",cf,"$400,000 ",2005.0
"Bonderman, Jeremy",rhp-s,"$400,000 ",2005.0
"Crede, Joe",3b,"$400,000 ",2005.0
"Drese, Ryan",p,"$400,000 ",2005.0
"Ellis, Mark",2b,"$400,000 ",2005.0
"Koo, Dae Sung",p,"$400,000 ",2005.0
"McDonald, John",ss-2b,"$400,000 ",2005.0
"Moehler, Brian",rhp-s,"$400,000 ",2005.0
"Monroe, Craig",rf,"$400,000 ",2005.0
"Nelson, Jeff",rp,"$400,000 ",2005.0
"Olivo, Miguel",c,"$400,000 ",2005.0
"Walker, Pete",p,"$400,000 ",2005.0
"Young, Chris",rhp-s,"$400,000 ",2005.0
"Shouse, Brian",lhp,"$395,000 ",2005.0
"Figgins, Chone",3b,"$390,000 ",2005.0
"Glover, Gary",rhp,"$390,000 ",2005.0
"Mateo, Julio",p,"$390,000 ",2005.0
"Rivera, Juan",dh-lf,"$390,000 ",2005.0
"Roberts, Brian",2b,"$390,000 ",2005.0
"Bloomquist, Willie",2b-of,"$385,000 ",2005.0
"Ford, Lew",of,"$385,000 ",2005.0
"Melhuse, Adam",c,"$385,000 ",2005.0
"Perez, Oliver",lhp-s,"$381,000 ",2005.0
"Bigbie, Larry",of,"$380,000 ",2005.0
"Wagner, Ryan",rhp,"$380,000 ",2005.0
"Willis, Dontrelle",lhp-s,"$378,500 ",2005.0
"Harvey, Ken",1b,"$375,000 ",2005.0
"Hyzdu, Adam",of,"$375,000 ",2005.0
"Benoit, Joaquin",rhp,"$372,500 ",2005.0
"Dickey, R.A.",rhp,"$372,500 ",2005.0
"Cabrera, Miguel",1b,"$370,000 ",2005.0
"Ramirez, Horacio",lhp-s,"$370,000 ",2005.0
"Baldelli, Rocco",of,"$369,000 ",2005.0
"Holliday, Matt",lf,"$366,000 ",2005.0
"Broussard, Ben",1b,"$365,000 ",2005.0
"Harris, Willie",2b-lf,"$365,000 ",2005.0
"Harville, Chad",p,"$365,000 ",2005.0
"Hudson, Orlando",2b,"$365,000 ",2005.0
"Newhan, David",inf-of,"$365,000 ",2005.0
"Wheeler, Dan",rhp,"$365,000 ",2005.0
"Crisp, Covelli",cf,"$364,900 ",2005.0
"Ayala, Luis",rhp,"$363,000 ",2005.0
"Hendrickson, Mark",lhp-s,"$362,500 ",2005.0
"Carter, Lance",p,"$361,000 ",2005.0
"Bump, Nate",rhp,"$360,000 ",2005.0
"Chavez, Raul",c,"$360,000 ",2005.0
"Cintron, Alex",inf,"$360,000 ",2005.0
"Gregg, Kevin",rhp,"$360,000 ",2005.0
"Lincoln, Mike",rhp,"$360,000 ",2005.0
"Putz, J.J.",rhp,"$360,000 ",2005.0
"Quinlan, Robb",1b-3b,"$360,000 ",2005.0
"Truby, Chris",3b,"$360,000 ",2005.0
"Towers, Josh",rhp,"$358,000 ",2005.0
"Day, Zach",p,"$357,500 ",2005.0
"Gerut, Jody",cf,"$356,200 ",2005.0
"Bay, Jason",lf,"$355,000 ",2005.0
"Brown, Emil",of,"$355,000 ",2005.0
"Greene, Khalil",ss,"$355,000 ",2005.0
"Infante, Omar",ss-2b,"$355,000 ",2005.0
"Robertson, Nate",lhp,"$355,000 ",2005.0
"Robertson, Nate",lhp,"$355,000 ",2005.0
"MacDougal, Mike",rhp,"$352,000 ",2005.0
"Choi, Hee Seop",of,"$351,500 ",2005.0
"Asencio, Miguel",rhp,"$350,000 ",2005.0
"Backe, Brandon",rhp-s,"$350,000 ",2005.0
"Baerga, Carlos",inf,"$350,000 ",2005.0
"Bauer, Rick",rhp,"$350,000 ",2005.0
"Crosby, Bobby",ss,"$350,000 ",2005.0
"Hernandez, Carlos",lhp,"$350,000 ",2005.0
"Madson, Ryan",rhp,"$350,000 ",2005.0
"Spooneybarger, Tim",p,"$350,000 ",2005.0
"Cuddyer, Michael",rf,"$347,500 ",2005.0
"Williams, Todd",rhp,"$347,500 ",2005.0
"Cordero, Chad",rhp,"$346,500 ",2005.0
"Gallo, Mike",rhp,"$345,000 ",2005.0
"Guiel, Aaron",of,"$345,000 ",2005.0
"Lane, Jason",of,"$345,000 ",2005.0
"Lee, Cliff",lhp-s,"$345,000 ",2005.0
"Mench, Kevin",of,"$345,000 ",2005.0
"Morneau, Justin",1b,"$345,000 ",2005.0
"Sledge, Terrmel",of,"$345,000 ",2005.0
"Utley, Chase",2b,"$345,000 ",2005.0
"Wise, Matt",p,"$345,000 ",2005.0
"Hall, Bill",3b,"$344,000 ",2005.0
"Gil, Geronimo",c,"$342,500 ",2005.0
"Prinz, Bret",rhp,"$342,322 ",2005.0
"Johnson, Reed",cf,"$342,000 ",2005.0
"Obermueller, Wes",p,"$342,000 ",2005.0
"Davis, Jason",rhp,"$341,700 ",2005.0
"Cerda, Jaime",p,"$341,500 ",2005.0
"Bong, Jung Keun",p,"$340,000 ",2005.0
"Capuano, Chris",lhp,"$340,000 ",2005.0
"Soriano, Rafael",rhp,"$340,000 ",2005.0
"Lewis, Colby",rhp,"$339,500 ",2005.0
"Phillips, Jason",c,"$339,000 ",2005.0
"Betancourt, Rafael",rhp,"$338,600 ",2005.0
"LaRoche, Adam",1b,"$337,500 ",2005.0
"Werth, Jayson",rf,"$337,000 ",2005.0
"Williams, Jerome",rhp,"$336,000 ",2005.0
"Bruntlett, Eric",2b-ss,"$335,000 ",2005.0
"Carroll, Jamey",2b-3b,"$335,000 ",2005.0
"Gload, Ross",1b-rf,"$335,000 ",2005.0
"Harikkala, Tim",p,"$335,000 ",2005.0
"Jacobsen, Bucky",inf,"$335,000 ",2005.0
"Ledezma, Wil",lhp,"$335,000 ",2005.0
"Madritsch, Bobby",p,"$335,000 ",2005.0
"Tracy, Chad",1b,"$335,000 ",2005.0
"Valverde, Jose",rhp,"$335,000 ",2005.0
"Ginter, Matt",rhp,"$333,000 ",2005.0
"Frasor, Jason",rhp,"$332,500 ",2005.0
"Ramirez, Erasmo",p,"$332,500 ",2005.0
"Reyes, Jose",ss,"$332,000 ",2005.0
"Sanchez, Duaner",rhp,"$332,000 ",2005.0
"Valent, Eric",of,"$332,000 ",2005.0
"Adams, Mike",rhp,"$331,000 ",2005.0
"Rios, Alex",rf-cf,"$331,000 ",2005.0
"Greinke, Zack",rhp-s,"$330,500 ",2005.0
"Balfour, Grant",rhp,"$330,000 ",2005.0
"Bedard, Erik",lhp-s,"$330,000 ",2005.0
"Calero, Kiko",rhp,"$330,000 ",2005.0
"Carlyle, Buddy",rhp,"$330,000 ",2005.0
"Cotts, Neal",lhp,"$330,000 ",2005.0
"Lyon, Brandon",rhp,"$330,000 ",2005.0
"Ozuna, Pablo",2b,"$330,000 ",2005.0
"Perez, Antonio",inf,"$330,000 ",2005.0
"Vogelsong, Ryan",rhp,"$330,000 ",2005.0
"Williams, Dave",p,"$330,000 ",2005.0
"Miller, Matt",lhp,"$329,700 ",2005.0
"Duchscherer, Justin",rhp-s,"$329,500 ",2005.0
"Wellemeyer, Todd",rhp-s,"$329,000 ",2005.0
"Castillo, Jose",2b,"$328,000 ",2005.0
"Fuentes, Brian",lhp,"$328,000 ",2005.0
"Riley, Matt",p,"$328,000 ",2005.0
"Cash, Kevin",c,"$327,500 ",2005.0
"Field, Nate",p,"$327,500 ",2005.0
"Hancock, Josh",p,"$327,250 ",2005.0
"Bush, Dave",rhp-s,"$327,000 ",2005.0
"Cota, Humberto",c,"$327,000 ",2005.0
"Grabow, John",lhp,"$327,000 ",2005.0
"Grabowski, Jason",of,"$327,000 ",2005.0
"Chulk, Vinny",rhp,"$326,000 ",2005.0
"Cook, Aaron",rhp-s,"$326,000 ",2005.0
"Escobar, Alex",of,"$326,000 ",2005.0
"Miles, Aaron",2b-ss,"$326,000 ",2005.0
"Walker, Tyler",rhp,"$326,000 ",2005.0
"Aquino, Greg",rhp,"$325,000 ",2005.0
"Bruney, Brian",rhp,"$325,000 ",2005.0
"Cabrera, Daniel",rhp-s,"$325,000 ",2005.0
"Green, Nick",ss-2b,"$325,000 ",2005.0
"Hernandez, Runelvys",rhp,"$325,000 ",2005.0
"Laird, Gerald",c,"$325,000 ",2005.0
"Mauer, Joe",c,"$325,000 ",2005.0
"Ojeda, Miguel",c,"$325,000 ",2005.0
"Punto, Nick",ss,"$325,000 ",2005.0
"Seay, Bobby",lhp,"$325,000 ",2005.0
"Smith, Jason",2b-ss,"$325,000 ",2005.0
"Vargas, Claudio",rhp,"$325,000 ",2005.0
"Gonzalez, Luis Alberto",inf-of,"$324,000 ",2005.0
"Haren, Dan",rhp-s,"$323,500 ",2005.0
"Molina, Yadier",c,"$323,500 ",2005.0
"Pickering, Calvin",1b,"$323,500 ",2005.0
"Scutaro, Marcos",ss,"$323,500 ",2005.0
"Youkilis, Kevin",1b,"$323,125 ",2005.0
"Atchison, Scott",rhp,"$323,000 ",2005.0
"Thornton, Matt",lhp,"$323,000 ",2005.0
"Ainsworth, Kurt",p,"$322,500 ",2005.0
"Lowry, Noah",lhp-s,"$322,500 ",2005.0
"Patterson, John",rhp,"$322,500 ",2005.0
"Wright, David",3b,"$322,500 ",2005.0
"Olmedo, Ranier",inf,"$322,000 ",2005.0
"Turnbow, Derrick",rhp,"$322,000 ",2005.0
"Wuertz, Michael",rhp,"$322,000 ",2005.0
"Francisco, Frank",rhp,"$321,500 ",2005.0
"Burnett, Sean",lhp,"$321,000 ",2005.0
"Crain, Jesse",rhp,"$321,000 ",2005.0
"German, Franklyn",rhp,"$321,000 ",2005.0
"Lopez, Javier",lhp,"$321,000 ",2005.0
"Miller, Corky",c,"$321,000 ",2005.0
"Neal, Blaine",rhp,"$321,000 ",2005.0
"Ryan, Michael",of,"$321,000 ",2005.0
"Terrero, Luis",of,"$321,000 ",2005.0
"Amezaga, Alfredo",2b-cf,"$320,000 ",2005.0
"Bentz, Chad",p,"$320,000 ",2005.0
"Claussen, Brandon",p,"$320,000 ",2005.0
"DeJesus, David",lf,"$320,000 ",2005.0
"DuBois, Jason",of,"$320,000 ",2005.0
"Flores, Randy",lhp,"$320,000 ",2005.0
"Geary, Geoff",rhp,"$320,000 ",2005.0
"Johnston, Mike",p,"$320,000 ",2005.0
"Logan, Nook",of,"$320,000 ",2005.0
"Luna, Hector",ss,"$320,000 ",2005.0
"McClung, Seth",rhp,"$320,000 ",2005.0
"Valentine, Joe",p,"$320,000 ",2005.0
"Brazoban, Yhency",rhp,"$319,500 ",2005.0
"Bukvich, Ryan",rhp,"$319,500 ",2005.0
"Camp, Shawn",rhp,"$319,500 ",2005.0
"Yates, Tyler",rhp,"$319,500 ",2005.0
"Dohmann, Scott",rhp,"$319,000 ",2005.0
"Horgan, Joe",p,"$319,000 ",2005.0
"Thomas, Charles",of,"$319,000 ",2005.0
"Wood, Mike",rhp,"$319,000 ",2005.0
"Bartosh, Cliff",p,"$318,600 ",2005.0
"Beltran, Francis",rhp,"$318,500 ",2005.0
"Buck, John",c,"$318,500 ",2005.0
"Colon, Roman",rhp,"$318,500 ",2005.0
"Guerrier, Matt",rhp,"$318,500 ",2005.0
"Restovich, Michael",of,"$318,500 ",2005.0
"Rodney, Fernando",rhp,"$318,500 ",2005.0
"Torcato, Tony",3b,"$318,500 ",2005.0
"Sizemore, Grady",cf,"$318,300 ",2005.0
"Diaz, Felix",p,"$318,000 ",2005.0
"Gil, Jerry",rhp (prev ss),"$318,000 ",2005.0
"Hill, Koyie",c,"$318,000 ",2005.0
"Hudson, Luke",rhp,"$318,000 ",2005.0
"Mateo, Henry",inf,"$318,000 ",2005.0
"Simpson, Allan",p,"$318,000 ",2005.0
"Snyder, Chris",c,"$318,000 ",2005.0
"Bard, Josh",c,"$317,900 ",2005.0
"Gosling, Mike",lhp,"$317,500 ",2005.0
"Halsey, Brad",p,"$317,500 ",2005.0
"Hensley, Matt",p,"$317,500 ",2005.0
"Ludwick, Ryan",rf,"$317,500 ",2005.0
"Phillips, Andy",inf,"$317,200 ",2005.0
"Atkins, Garrett",1b-3b,"$317,000 ",2005.0
"Barmes, Clint",2b,"$317,000 ",2005.0
"Closser, J.D.",c,"$317,000 ",2005.0
"De La Rosa, Jorge",lhp-s,"$317,000 ",2005.0
"Fortunato, Bartolome",p,"$317,000 ",2005.0
"Francis, Jeff",lhp-s,"$317,000 ",2005.0
"Freeman, Choo",of,"$317,000 ",2005.0
"Guzman, Freddy",of,"$317,000 ",2005.0
"Hawpe, Brad",rf,"$317,000 ",2005.0
"Izturis, Maicer",2b-3b,"$317,000 ",2005.0
"Tsao, Chin-Hui",rhp,"$317,000 ",2005.0
"Cantu, Jorge",1b-3b,"$316,900 ",2005.0
"Phillips, Brandon",2b,"$316,800 ",2005.0
"Peralta, Jhonny",ss,"$316,700 ",2005.0
"Blanton, Joe",rhp-s,"$316,500 ",2005.0
"Davis, J.J.",,"$316,500 ",2005.0
"Ellison, Jason",of,"$316,500 ",2005.0
"Regilio, Nick",p,"$316,500 ",2005.0
"Stanford, Jason",lhp,"$316,500 ",2005.0
"Swisher, Nick",lf-rf,"$316,500 ",2005.0
"Adams, Russ",ss,"$316,000 ",2005.0
"Aguila, Chris",of,"$316,000 ",2005.0
"Astacio, Ezequiel",p,"$316,000 ",2005.0
"Baker, Jeff",2b-3b,"$316,000 ",2005.0
"Bartlett, Jason",ss,"$316,000 ",2005.0
"Bautista, Denny",rhp,"$316,000 ",2005.0
"Belisle, Matt",rhp,"$316,000 ",2005.0
"Betancourt, Yuniesky",ss,"$316,000 ",2005.0
"Betemit, Wilson",3b-1b,"$316,000 ",2005.0
"Blackley, Travis",lhp,"$316,000 ",2005.0
"Blanco, Tony",3b,"$316,000 ",2005.0
"Bourgeois, Jason",of,"$316,000 ",2005.0
"Buchholz, Taylor",rhp,"$316,000 ",2005.0
"Burke, Chris",inf,"$316,000 ",2005.0
"Carvajal, Marcos",p,"$316,000 ",2005.0
"Chacin, Gustavo",lhp,"$316,000 ",2005.0
"Church, Ryan",rf,"$316,000 ",2005.0
"Cirillo, Jeff",3b,"$316,000 ",2005.0
"Cruceta, Francisco",rhp,"$316,000 ",2005.0
"Dillon, Joe",inf,"$316,000 ",2005.0
"Dobbs, Greg",3b-1b,"$316,000 ",2005.0
"Dominguez, Juan",p,"$316,000 ",2005.0
"Floyd, Gavin",rhp-s,"$316,000 ",2005.0
"Gimenez, Hector",c,"$316,000 ",2005.0
"Gonzalez, Adrian",1b,"$316,000 ",2005.0
"Gotay, Ruben",2b,"$316,000 ",2005.0
"Gothreaux, Jared",p,"$316,000 ",2005.0
"Gross, Gabe",rf,"$316,000 ",2005.0
"Gutierrez, Juan",rhp,"$316,000 ",2005.0
"Hagerty, Luke",p,"$316,000 ",2005.0
"Houlton, D.J.",p,"$316,000 ",2005.0
"Howard, Ben",p,"$316,000 ",2005.0
"Huber, Justin",inf,"$316,000 ",2005.0
"Jimerson, Charlton",of,"$316,000 ",2005.0
"Kazmir, Scott",lhp-s,"$316,000 ",2005.0
"Kubel, Jason",dh-lf,"$316,000 ",2005.0
"Langerhans, Ryan",of,"$316,000 ",2005.0
"League, Brandon",rhp,"$316,000 ",2005.0
"Leicester, Jon",rhp,"$316,000 ",2005.0
"Liriano, Pedro",p,"$316,000 ",2005.0
"Loe, Kameron",rhp,"$316,000 ",2005.0
"Machado, Andy",ss,"$316,000 ",2005.0
"Majewski, Val",of,"$316,000 ",2005.0
"McLemore, Mark",p,"$316,000 ",2005.0
"Merricks, Matt",p,"$316,000 ",2005.0
"Nieve, Fernando",rhp,"$316,000 ",2005.0
"Nix, Laynce",of,"$316,000 ",2005.0
"Nunez, Franklin",p,"$316,000 ",2005.0
"Paulino, Ronny",c,"$316,000 ",2005.0
"Qualls, Chad",rhp,"$316,000 ",2005.0
"Reed, Jeremy",of,"$316,000 ",2005.0
"Repko, Jason",of,"$316,000 ",2005.0
"Rodriguez, Wandy",lhp-s,"$316,000 ",2005.0
"Sanchez, Alex",of,"$316,000 ",2005.0
"Schmoll, Steve",p,"$316,000 ",2005.0
"Scott, Luke",dh-of,"$316,000 ",2005.0
"Sisco, Andrew",lhp,"$316,000 ",2005.0
"Snelling, Chris",of,"$316,000 ",2005.0
"Speier, Ryan",rhp,"$316,000 ",2005.0
"Stern, Adam",of,"$316,000 ",2005.0
"Street, Huston",rhp,"$316,000 ",2005.0
"Sullivan, Cory",of,"$316,000 ",2005.0
"Taveras, Willy",cf,"$316,000 ",2005.0
"Teahen, Mark",3b-rf,"$316,000 ",2005.0
"Treanor, Matt",c,"$316,000 ",2005.0
"Valdez, Wilson",inf,"$316,000 ",2005.0
"Van Benschoten, John",rhp,"$316,000 ",2005.0
"Whiteman, Tommy",inf,"$316,000 ",2005.0
"Woods, Jake",lhp,"$316,000 ",2005.0
"Alfonseca, Antonio",rp,"$300,000 ",2005.0
2005,,,
TOTAL,,"$2,077,797,197 ",2005.0
AVERAGE,,"$2,450,233 ",2005.0
MEDIAN,,"$800,000 ",2005.0
"Rodriguez, Alex",3b,"$25,000,000 ",2006.0
"Jeter, Derek",ss,"$19,000,000 ",2006.0
"Ramirez, Manny",lf-dh,"$19,000,000 ",2006.0
"Bonds, Barry",of,"$18,000,000 ",2006.0
"Giambi, Jason",1b-dh,"$18,000,000 ",2006.0
"Pettitte, Andy",lhp-s,"$17,500,000 ",2006.0
"Bagwell, Jeff",1b,"$17,000,000 ",2006.0
"Mussina, Mike",rhp,"$17,000,000 ",2006.0
"Helton, Todd",1b,"$16,600,000 ",2006.0
"Johnson, Randy",lhp-s,"$16,000,000 ",2006.0
"Ordonez, Magglio",rf,"$15,000,000 ",2006.0
"Park, Chan Ho",rhp,"$15,000,000 ",2006.0
"Berkman, Lance",1b,"$14,500,000 ",2006.0
"Martinez, Pedro J.",rhp,"$14,000,000 ",2006.0
"Pujols, Albert",1b,"$14,000,000 ",2006.0
"Delgado, Carlos",1b,"$13,500,000 ",2006.0
"Hampton, Mike",lhp-s,"$13,500,000 ",2006.0
"Abreu, Bobby",rf,"$13,000,000 ",2006.0
"Damon, Johnny",lf,"$13,000,000 ",2006.0
"Jones, Andruw",cf-lf,"$13,000,000 ",2006.0
"Matsui, Hideki",dh-lf,"$13,000,000 ",2006.0
"Schilling, Curt",rhp,"$13,000,000 ",2006.0
"Sheffield, Gary",rf,"$13,000,000 ",2006.0
"Halladay, Roy",rhp-s,"$12,700,000 ",2006.0
"Griffey Jr., Ken",dh-rf,"$12,500,000 ",2006.0
"Guerrero, Vladimir",rf-dh,"$12,500,000 ",2006.0
"Thome, Jim",dh,"$12,500,000 ",2006.0
"Beltran, Carlos",cf,"$12,000,000 ",2006.0
"Colon, Bartolo",rhp-s,"$12,000,000 ",2006.0
"Edmonds, Jim",of,"$12,000,000 ",2006.0
"Konerko, Paul",1b,"$12,000,000 ",2006.0
"Beltre, Adrian",3b,"$11,500,000 ",2006.0
"Gonzalez, Luis",of,"$11,500,000 ",2006.0
"Sexson, Richie",1b,"$11,500,000 ",2006.0
"Vazquez, Javier",rhp-s,"$11,500,000 ",2006.0
"Drew, J.D.",rf,"$11,000,000 ",2006.0
"Jones, Chipper",3b,"$11,000,000 ",2006.0
"Kendall, Jason",c,"$11,000,000 ",2006.0
"Oswalt, Roy",rhp-s,"$11,000,000 ",2006.0
"Rodriguez, Ivan",c,"$11,000,000 ",2006.0
"Rolen, Scott",3b,"$11,000,000 ",2006.0
"Suzuki, Ichiro",rf,"$11,000,000 ",2006.0
"Sweeney, Mike",dh-1b,"$11,000,000 ",2006.0
"Wood, Kerry",rhp,"$11,000,000 ",2006.0
"Hunter, Torii",cf,"$10,750,000 ",2006.0
"Glavine, Tom",lhp-s,"$10,500,000 ",2006.0
"Ramirez, Aramis",3b,"$10,500,000 ",2006.0
"Rivera, Mariano",rhp,"$10,500,000 ",2006.0
"Wagner, Billy",lhp,"$10,500,000 ",2006.0
"Anderson, Garret",lf,"$10,000,000 ",2006.0
"Anderson, Garret",lf,"$10,000,000 ",2006.0
"Gagne, Eric",rhp,"$10,000,000 ",2006.0
"Klesko, Ryan",1b,"$10,000,000 ",2006.0
"Nevin, Phil",3b,"$10,000,000 ",2006.0
"Soriano, Alfonso",lf,"$10,000,000 ",2006.0
"Tejada, Miguel",3b,"$10,000,000 ",2006.0
"Burrell, Pat",dh-lf,"$9,500,000 ",2006.0
"Glaus, Troy",3b,"$9,250,000 ",2006.0
"Chavez, Eric",3b,"$9,000,000 ",2006.0
"Garcia, Freddy",rhp-s,"$9,000,000 ",2006.0
"Giles, Brian",rf,"$9,000,000 ",2006.0
